11;Jonathan Murraiin;Jonathan;Jonathan;;11;Store Manager;1;11;1967-06-20;1998-01-01 12:00:00;;15000.0;5;Graduate Degree;S;M;Store Management;0;false;1.0;0.0
12;Jewel Creek;Jewel;Jewel;;11;Store Manager;5;11;1971-10-18;1998-01-01 12:00:00;;8500.0;5;Graduate Degree;S;F;Store Management;0;false;1.0;0.0
13;Peggy Medina;Peggy;Peggy;;11;Store Manager;10;11;1975-10-12;1998-01-01 12:00:00;;15000.0;5;Bachelors Degree;S;F;Store Management;0;false;1.0;0.0
14;Bryan Rutledge;Bryan;Bryan;;11;Store Manager;8;11;1912-07-09;1998-01-01 12:00:00;;17000.0;5;Bachelors Degree;M;M;Store Management;0;false;1.0;0.0
14;Bryan Rutledge;Bryan;Bryan;;11;Store Manager;8;11;1932-12-24;1998-01-01 12:00:00;;17000.0;5;Bachelors Degree;M;M;Store Management;15;true;1.0;1.0
15;Walter Cavestany;Walter;Walter;;11;Store Manager;4;11;1941-11-05;1998-01-01 12:00:00;;12000.0;5;Bachelors Degree;M;M;Store Management;0;false;1.0;0.0
16;Peggy Planck;Peggy;Peggy;;11;Store Manager;12;11;1919-06-02;1998-01-01 12:00:00;;17000.0;5;Bachelors Degree;S;F;Store Management;0;false;1.0;0.0
17;Brenda Marshall;Brenda;Brenda;;11;Store Manager;18;11;1928-03-20;1998-01-01 12:00:00;;10000.0;5;Partial College;S;F;Store Management;0;false;1.0;0.0
18;Daniel Wolter;Daniel;Daniel;;11;Store Manager;19;11;1914-09-21;1998-01-01 12:00:00;;17000.0;4;Partial College;S;M;Store Management;0;false;1.0;0.0
18;Daniel Wolter;Daniel;Daniel;;11;Store Manager;19;11;1961-09-24;1994-12-01 12:00:00;;17000.0;4;Partial College;S;M;Store Management;10;true;1.0;1.0
19;Dianne Collins;Dianne;Dianne;;11;Store Manager;20;11;1953-07-20;1998-01-01 12:00:00;;10000.0;4;Bachelors Degree;S;F;Store Management;0;false;1.0;0.0
20;Beverly Baker;Beverly;Beverly;Beverly Baker@organisation.fac;2;VP Country Manager;0;1;1974-04-16;1994-12-01 12:00:00;;30000.0;2;Bachelors Degree;M;F;Senior Management;0;false;1.0;0.0
21;Pedro Castillo;Pedro;Pedro;Pedro Castillo@organisation.fac;2;VP Country Manager;0;1;1918-11-04;1994-12-01 12:00:00;;35000.0;2;Bachelors Degree;M;M;Senior Management;0;false;1.0;0.0
21;Pedro Castillo;Pedro;Pedro;Pedro Castillo@organisation.fac;2;VP Country Manager;0;1;1918-11-04;1994-12-01 12:00:00;;35000.0;2;Bachelors Degree;M;M;Senior Management;4;true;1.0;1.0
22;Laurie Borges;Laurie;Laurie;Laurie Borges@organisation.fac;2;VP Country Manager;0;1;1947-10-07;1994-12-01 12:00:00;;35000.0;2;Bachelors Degree;M;F;Senior Management;0;false;1.0;0.0
23;Shauna Wyro;Shauna;Shauna;;11;Store Manager;11;11;1916-10-24;1994-12-01 12:00:00;;15000.0;20;Bachelors Degree;S;F;Store Management;0;false;1.0;0.0
24;Jacqueline Wyllie;Jacqueline;Jacqueline;;11;Store Manager;13;11;1921-12-04;1994-12-01 12:00:00;;17000.0;20;Partial College;S;F;Store Management;0;false;1.0;0.0
25;Lin Conley;Lin;Lin;;11;Store Manager;6;11;1952-09-26;1994-12-01 12:00:00;;12000.0;21;Graduate Degree;S;F;Store Management;0;false;1.0;0.0
26;Jose Bernard;Jose;Jose;;11;Store Manager;7;11;1954-08-25;1994-12-01 12:00:00;;15000.0;21;High School Degree;S;M;Store Management;0;false;1.0;0.0
27;Charles Macaluso;Charles;Charles;;11;Store Manager;14;11;1934-03-17;1994-12-01 12:00:00;;16000.0;21;Bachelors Degree;M;M;Store Management;0;false;1.0;0.0
28;Lois Wood;Lois;Lois;;11;Store Manager;24;11;1970-03-12;1994-12-01 12:00:00;;14000.0;21;Partial College;M;F;Store Management;0;false;1.0;0.0
29;Kevin Armstrong;Kevin;Kevin;;11;Store Manager;2;11;1937-10-04;1994-12-01 12:00:00;;8500.0;22;Graduate Degree;M;M;Store Management;0;false;1.0;0.0
30;Cody Goldey;Cody;Cody;;11;Store Manager;3;11;1917-07-08;1994-12-01 12:00:00;;15000.0;22;Partial College;M;M;Store Management;0;false;1.0;0.0
31;Paula Nickell;Paula;Paula;;11;Store Manager;15;11;1978-07-02;1994-12-01 12:00:00;;14000.0;22;Partial College;S;F;Store Management;0;false;1.0;0.0
32;Eric Long;Eric;Eric;;11;Store Manager;16;11;1930-01-08;1994-12-01 12:00:00;;17000.0;22;High School Degree;M;M;Store Management;0;false;1.0;0.0
32;Eric Long;Eric;Eric;;11;Store Manager;16;11;1930-01-08;1994-12-01 12:00:00;;17000.0;22;High School Degree;M;M;Store Management;4;true;1.0;1.0
33;Mary Solimena;Mary;Mary;;11;Store Manager;17;11;1971-07-23;1994-12-01 12:00:00;;17000.0;22;Bachelors Degree;S;F;Store Management;0;false;1.0;0.0
34;Nathan Muenich;Nathan;Nathan;;11;Store Manager;22;11;1919-10-21;1994-12-01 12:00:00;;7000.0;22;Graduate Degree;M;M;Store Management;0;false;1.0;0.0
34;Nathan Muenich;Nathan;Nathan;;11;Store Manager;22;11;1919-10-21;1994-12-01 12:00:00;;7000.0;22;Graduate Degree;M;M;Store Management;8;true;1.0;1.0
35;Ed Young;Ed;Ed;;11;Store Manager;23;11;1920-04-17;1994-12-01 12:00:00;;11000.0;22;Bachelors Degree;S;M;Store Management;0;false;1.0;0.0
36;Donna Arnold;Donna;Donna;Donna Arnold@organisation.fac;7;HQ Marketing;0;3;1915-11-22;1994-12-01 12:00:00;;45000.0;1;Bachelors Degree;S;F;Middle Management;0;false;1.0;0.0
36;Donna Arnold;Donna;Donna;Donna Arnold@organisation.fac;7;HQ Marketing;0;3;1915-11-22;1994-12-01 12:00:00;;45000.0;1;Bachelors Degree;S;F;Middle Management;2;true;1.0;1.0
37;Jennifer Cooper;Jennifer;Jennifer;Jennifer Cooper@organisation.fac;6;HQ Information Systems;0;2;1961-04-06;1996-01-01 12:00:00;;6700.0;6;Bachelors Degree;S;F;Middle Management;0;false;1.0;0.0
38;Peggy Petty;Peggy;Peggy;Peggy Petty@organisation.fac;6;HQ Information Systems;0;2;1958-04-09;1995-01-01 12:00:00;;8000.0;6;High School Degree;M;F;Middle Management;0;false;1.0;0.0
39;Jessica Olguin;Jessica;Jessica;Jessica Olguin@organisation.fac;6;HQ Information Systems;0;2;1959-01-23;1998-01-01 12:00:00;;10000.0;6;Bachelors Degree;S;F;Middle Management;0;false;1.0;0.0
40;Phyllis Burchett;Phyllis;Phyllis;Phyllis Burchett@organisation.fac;6;HQ Information Systems;0;2;1926-10-27;1998-01-01 12:00:00;;10000.0;6;High School Degree;M;F;Middle Management;0;false;1.0;0.0
40;Phyllis Burchett;Phyllis;Phyllis;Phyllis Burchett@organisation.fac;6;HQ Information Systems;0;2;1926-10-27;1995-01-01 12:00:00;;10000.0;6;High School Degree;M;F;Middle Management;2;true;1.0;1.0
41;Howard Bechard;Howard;Howard;Howard Bechard@organisation.fac;7;HQ Marketing;0;3;1919-04-19;1995-01-01 12:00:00;;8500.0;36;High School Degree;S;M;Middle Management;0;false;1.0;0.0
41;Howard Bechard;Howard;Howard;Howard Bechard@organisation.fac;7;HQ Marketing;0;3;1919-04-19;1995-01-01 12:00:00;;8500.0;36;High School Degree;S;M;Middle Management;2;true;1.0;1.0
42;Doris Carter;Doris;Doris;Doris Carter@organisation.fac;7;HQ Marketing;0;3;1965-03-27;1998-01-01 12:00:00;;5000.0;36;High School Degree;M;F;Middle Management;0;false;1.0;0.0
43;Juanita Sharp;Juanita;Juanita;Juanita Sharp@organisation.fac;8;HQ Human Resources;0;4;1977-05-16;1994-01-01 12:00:00;;6700.0;7;Partial College;S;F;Middle Management;1;true;1.0;1.0
44;Sandra Brunner;Sandra;Sandra;Sandra Brunner@organisation.fac;8;HQ Human Resources;0;4;1917-05-20;1998-01-01 12:00:00;;5000.0;7;Bachelors Degree;S;F;Middle Management;1;true;1.0;1.0
45;Ernest Staton;Ernest;Ernest;Ernest Staton@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1996-01-01 12:00:00;;6800.0;10;Graduate Degree;M;M;Middle Management;0;false;1.0;0.0
46;Rose Sims;Rose;Rose;Rose Sims@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1996-01-01 12:00:00;;6600.0;10;High School Degree;S;F;Middle Management;0;false;1.0;0.0
47;Lauretta De Carlo;Lauretta;Lauretta;Lauretta De Carlo@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1996-01-01 12:00:00;;6500.0;10;High School Degree;M;F;Middle Management;0;false;1.0;0.0
47;Lauretta De Carlo;Lauretta;Lauretta;Lauretta De Carlo@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1996-01-01 12:00:00;;6500.0;10;High School Degree;M;F;Middle Management;3;true;1.0;1.0
48;Mary Williams;Mary;Mary;Mary Williams@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1996-01-01 12:00:00;;7200.0;10;Partial College;M;F;Middle Management;0;false;1.0;0.0
48;Mary Williams;Mary;Mary;Mary Williams@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1994-12-01 12:00:00;;7200.0;10;Partial College;M;F;Middle Management;3;true;1.0;1.0
49;Terri Burke;Terri;Terri;Terri Burke@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1998-01-01 12:00:00;;5000.0;10;Graduate Degree;S;F;Middle Management;0;false;1.0;0.0
49;Terri Burke;Terri;Terri;Terri Burke@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1996-01-01 12:00:00;;5000.0;10;Graduate Degree;S;F;Middle Management;2;true;1.0;1.0
50;Audrey Osborn;Audrey;Audrey;Audrey Osborn@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1998-01-01 12:00:00;;5000.0;10;Bachelors Degree;S;F;Middle Management;1;true;1.0;1.0
51;Brian Binai;Brian;Brian;Brian Binai@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1998-01-01 12:00:00;;5000.0;10;High School Degree;M;M;Middle Management;0;false;1.0;0.0
52;Concepcion Lozada;Concepcion;Concepcion;Concepcion Lozada@organisation.fac;9;HQ Finance and Accounting;0;5;1916-08-09;1998-01-01 12:00:00;;5000.0;10;Partial College;M;F;Middle Management;0;false;1.0;0.0
53;Paul Tays;Paul;Paul;;12;Store Assistant Manager;6;11;1932-12-24;1997-01-01 12:00:00;;12000.0;25;High School Degree;M;M;Store Management;0;false;1.0;0.0
54;Cheryl Thorton;Cheryl;Cheryl;;13;Store Shift Supervisor;6;11;1961-09-24;1997-01-01 12:00:00;;9000.0;53;Partial College;S;F;Store Management;0;false;1.0;0.0
55;Gary Dumin;Gary;Gary;;13;Store Shift Supervisor;6;11;1961-09-24;1997-01-01 12:00:00;;8000.0;53;Partial High School;S;M;Store Management;0;false;1.0;0.0
56;Pat Chin;Pat;Pat;;13;Store Shift Supervisor;6;11;1961-09-24;1997-01-01 12:00:00;;7000.0;53;High School Degree;M;F;Store Management;0;false;1.0;0.0
57;Zach Lovell;Zach;Zach;Zach Lovell@organisation.fac;19;;6;19;1960-12-10;1997-01-01 12:00:00;;8500.0;53;Bachelors Degree;M;M;Store Full Time Staf;0;false;1.0;0.0
58;Dave Ratcliff;Dave;Dave;Dave Ratcliff@organisation.fac;19;;6;19;1960-12-10;1997-01-01 12:00:00;;8500.0;53;Bachelors Degree;M;M;Store Full Time Staf;0;false;1.0;0.0
58;Dave Ratcliff;Dave;Dave;Dave Ratcliff@organisation.fac;19;;6;19;1960-12-10;1997-01-01 12:00:00;;8500.0;53;Bachelors Degree;M;M;Store Full Time Staf;3;true;1.0;1.0
59;Elizabeth Moss;Elizabeth;Elizabeth;Elizabeth Moss@organisation.fac;14;Store Information Systems;6;14;1942-06-01;1997-01-01 12:00:00;;9000.0;53;Partial College;M;F;Store Full Time Staf;0;false;1.0;0.0
60;Lori Anderson;Lori;Lori;Lori Anderson@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;7200.0;54;Bachelors Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
61;Michael Everson;Michael;Michael;Michael Everson@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;6800.0;54;Bachelors Degree;3;M;Store Full Time Staf;0;false;1.0;0.0
62;Mary Borden;Mary;Mary;Mary Borden@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;6900.0;54;Graduate Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
63;Sue Willson;Sue;Sue;Sue Willson@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;7100.0;54;Partial College;3;F;Store Full Time Staf;0;false;1.0;0.0
64;Clayton Harris;Clayton;Clayton;Clayton Harris@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;7000.0;55;Partial College;3;M;Store Full Time Staf;0;false;1.0;0.0
65;Whitney Contreras;Whitney;Whitney;Whitney Contreras@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;7000.0;55;Bachelors Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
66;Boyd Pusedu;Boyd;Boyd;Boyd Pusedu@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;5000.0;55;High School Degree;3;M;Store Full Time Staf;0;false;1.0;0.0
67;Cian Stedman;Cian;Cian;Cian Stedman@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;9000.0;56;Bachelors Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
68;Michele Zocchi;Michele;Michele;Michele Zocchi@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;6500.0;56;Partial College;3;F;Store Full Time Staf;0;false;1.0;0.0
69;Jean Walsh;Jean;Jean;Jean Walsh@organisation.fac;15;Store Permanent Checker;6;15;1914-02-02;1996-01-01 12:00:00;;7500.0;56;Bachelors Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
70;Leopoldo Renfro;Leopoldo;********;Leopoldo Renfro@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;54;High School Degree;S;M;Store Full Time Staf;0;false;1.0;0.0
71;Donna Brockett;Donna;********;Donna Brockett@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;54;Partial High School;S;F;Store Full Time Staf;0;false;1.0;0.0
72;Laurie Anderson;Laurie;********;Laurie Anderson@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;54;Graduate Degree;M;F;Store Full Time Staf;0;false;1.0;0.0
73;Louis Gomez;Louis;********;Louis Gomez@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;54;Partial College;M;M;Store Full Time Staf;0;false;1.0;0.0
74;Julie Walker;Julie;********;Julie Walker@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;55;High School Degree;S;F;Store Full Time Staf;0;false;1.0;0.0
75;Jay Jones;Jay;********;Jay Jones@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;55;Bachelors Degree;M;M;Store Full Time Staf;0;false;1.0;0.0
76;Gayle Winfrey;Gayle;********;Gayle Winfrey@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;55;Bachelors Degree;S;F;Store Full Time Staf;0;false;1.0;0.0
77;Yasmina Brown;Yasmina;********;Yasmina Brown@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;56;High School Degree;S;F;Store Full Time Staf;0;false;1.0;0.0
78;Joseph Touchstone;Joseph;********;Joseph Touchstone@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;56;High School Degree;S;M;Store Full Time Staf;0;false;1.0;0.0
79;Mary Bakhtyari;Mary;********;Mary Bakhtyari@organisation.fac;16;Store Temporary Checker;6;16;1914-02-02;1996-01-01 12:00:00;;20.0;56;Bachelors Degree;S;F;Store Full Time Staf;0;false;1.0;0.0
80;Melvin Glass;Melvin;Melvin;Melvin Glass@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;4400.0;54;Bachelors Degree;M;M;Store Full Time Staf;0;false;1.0;0.0
81;Kristin Cohen;Kristin;Kristin;Kristin Cohen@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;4800.0;54;Partial College;S;F;Store Full Time Staf;0;false;1.0;0.0
82;Susan Kharman;Susan;Susan;Susan Kharman@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;3700.0;54;Graduate Degree;M;F;Store Full Time Staf;0;false;1.0;0.0
83;Gordon Kirschner;Gordon;Gordon;Gordon Kirschner@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;6500.0;54;Bachelors Degree;S;M;Store Full Time Staf;0;false;1.0;0.0
84;William Burger;William;William;William Burger@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;5200.0;55;Bachelors Degree;M;M;Store Full Time Staf;0;false;1.0;0.0
85;Lana Blau;Lana;Lana;Lana Blau@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;4650.0;55;Partial College;M;F;Store Full Time Staf;0;false;1.0;0.0
86;Donna Derby;Donna;Donna;Donna Derby@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;4550.0;55;Partial College;S;F;Store Full Time Staf;0;false;1.0;0.0
87;Kathleen Thomson;Kathleen;Kathleen;Kathleen Thomson@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;4400.0;56;High School Degree;M;F;Store Full Time Staf;0;false;1.0;0.0
88;Gabriel Walton;Gabriel;Gabriel;Gabriel Walton@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;4700.0;56;Graduate Degree;M;F;Store Full Time Staf;0;false;1.0;0.0
89;Bishop Meastas;Bishop;Bishop;Bishop Meastas@organisation.fac;17;Store Permanent Stocker;6;17;1946-04-18;1995-01-25 12:00:00;;4500.0;56;High School Degree;S;M;Store Full Time Staf;0;false;1.0;0.0
90;Geneva Kouba;Geneva;Geneva;Geneva Kouba@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;54;Partial College;M;F;;0;false;1.0;0.0
91;Tricia Clark;Tricia;Tricia;Tricia Clark@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;54;Graduate Degree;S;F;;0;false;1.0;0.0
92;Debi Munn;Debi;Debi;Debi Munn@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;54;Partial High School;M;F;;0;false;1.0;0.0
93;Patricia Goldberg;Patricia;Patricia;Patricia Goldberg@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;54;High School Degree;S;F;;0;false;1.0;0.0
94;Susan Magenheim;Susan;Susan;Susan Magenheim@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;55;High School Degree;S;F;;0;false;1.0;0.0
95;Nancy Hance;Nancy;Nancy;Nancy Hance@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;55;High School Degree;M;F;;0;false;1.0;0.0
96;Rhonda Mehlert;Rhonda;Rhonda;Rhonda Mehlert@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;55;Graduate Degree;S;F;;0;false;1.0;0.0
97;Paula Duran;Paula;Paula;Paula Duran@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;56;Partial College;S;F;;0;false;1.0;0.0
98;Margaret Earley;Margaret;Margaret;Margaret Earley@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;56;Partial College;S;F;;0;false;1.0;0.0
99;Elizabeth Horne;Elizabeth;Elizabeth;Elizabeth Horne@organisation.fac;18;Store Temporary Stocker;6;18;1976-10-05;1997-01-01 12:00:00;;20.0;56;High School Degree;M;F;;0;false;1.0;0.0
100;Mary Hunt;Mary;Mary;;12;Store Assistant Manager;7;11;1932-12-24;1997-01-01 12:00:00;;13000.0;26;Graduate Degree;S;F;Store Management;0;false;1.0;0.0
101;Libby Allen;Libby;Libby;;13;Store Shift Supervisor;7;11;1961-09-24;1997-01-01 12:00:00;;8900.0;100;Partial High School;S;F;Store Management;0;false;1.0;0.0
102;Bonnie Bruno;Bonnie;Bonnie;;13;Store Shift Supervisor;7;11;1961-09-24;1997-01-01 12:00:00;;8200.0;100;Partial College;M;F;Store Management;0;false;1.0;0.0
103;Angela Bowers;Angela;Angela;;13;Store Shift Supervisor;7;11;1961-09-24;1997-01-01 12:00:00;;7000.0;100;Partial High School;S;F;Store Management;0;false;1.0;0.0
104;Donald Gonzales;Donald;Donald;Donald Gonzales@organisation.fac;19;;7;19;1960-12-10;1997-01-01 12:00:00;;8500.0;100;Partial College;S;M;Store Full Time Staf;0;false;1.0;0.0
105;Sylvester Valdez;Sylvester;Sylvester;Sylvester Valdez@organisation.fac;19;;7;19;1960-12-10;1997-01-01 12:00:00;;8500.0;100;Partial College;M;M;Store Full Time Staf;0;false;1.0;0.0
105;Sylvester Valdez;Sylvester;Sylvester;Sylvester Valdez@organisation.fac;19;;7;19;1960-12-10;1997-01-01 12:00:00;;8500.0;100;Partial College;M;M;Store Full Time Staf;3;true;1.0;1.0
106;John Stewart;John;John;John Stewart@organisation.fac;14;Store Information Systems;7;14;1942-06-01;1997-01-01 12:00:00;;9000.0;100;Partial College;M;M;Store Full Time Staf;0;false;1.0;0.0
106;John Stewart;John;John;John Stewart@organisation.fac;14;Store Information Systems;7;14;1942-06-01;1997-01-01 12:00:00;;9000.0;100;Partial College;M;M;Store Full Time Staf;3;true;1.0;1.0
107;Barney Velasquez;Barney;Barney;Barney Velasquez@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;7000.0;101;Partial College;3;M;Store Full Time Staf;0;false;1.0;0.0
108;Kenneth Dubois;Kenneth;Kenneth;Kenneth Dubois@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;6800.0;101;Partial High School;3;M;Store Full Time Staf;0;false;1.0;0.0
109;Kate Maestas;Kate;Kate;Kate Maestas@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;6700.0;101;High School Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
110;Josie Underwood;Josie;Josie;Josie Underwood@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;8200.0;101;Graduate Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
111;Ramon Strain;Ramon;Ramon;Ramon Strain@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;7000.0;102;Graduate Degree;3;M;Store Full Time Staf;0;false;1.0;0.0
112;Pat Azari;Pat;Pat;Pat Azari@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;6800.0;102;High School Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
113;Bob Dabit;Bob;Bob;Bob Dabit@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;6700.0;102;Partial College;3;M;Store Full Time Staf;0;false;1.0;0.0
114;Marty Carmona;Marty;Marty;Marty Carmona@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;8200.0;102;Partial College;3;M;Store Full Time Staf;0;false;1.0;0.0
115;Gina Saxton;Gina;Gina;Gina Saxton@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;7000.0;103;Partial High School;3;F;Store Full Time Staf;0;false;1.0;0.0
116;Juan McLaughlin;Juan;Juan;Juan McLaughlin@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;6800.0;103;High School Degree;3;M;Store Full Time Staf;0;false;1.0;0.0
117;Carol Eyster;Carol;Carol;Carol Eyster@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;6700.0;103;Bachelors Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
118;Nancy Henry;Nancy;Nancy;Nancy Henry@organisation.fac;15;Store Permanent Checker;7;15;1914-02-02;1996-01-01 12:00:00;;8200.0;103;High School Degree;3;F;Store Full Time Staf;0;false;1.0;0.0
119;Chris Barros;Chris;********;Chris Barros@organisation.fac;16;Store Temporary Checker;7;16;1914-02-02;1996-01-01 12:00:00;;20.0;101;Partial College;M;F;Store Full Time Staf;0;false;1.0;0.0
120;Christopher Groome;Christopher;********;Christopher Groome@organisation.fac;16;Store Temporary Checker;7;16;1914-02-02;1996-01-01 12:00:00;;20.0;101;Partial College;S;M;Store Full Time Staf;0;false;1.0;0.0
