74;UA;29;UA21 3223 1300 0002 6007 2335 6600 1;UA21 3223 1300 0002 6007 2335 6600 1
75;VA;22;VA59 001 1230 0001 2345 678;VA59 001 1230 0001 2345 678
76;VG;24;VG96 VPVG 0000 0123 4567 8901;VG96 VPVG 0000 0123 4567 8901
77;XK;20;XK05 1212 0123 4567 8906;XK05 1212 0123 4567 8906
77;XK;20;XK05 1212 0123 4567 8906;XK05 1212 0123 4567 8906
77;XK;20;XK05 1212 0123 4567 8906;XK05 1212 0123 4567 8906
78;us;;0910000196564833713;0910000196564833713
79;us;;4561239550000;4561239550000
80;us;;123456780123456789123456789;123456780123456789123456789
81;us;;0910000196564833713;0910000196564833713
