63;SA;24;SA09 80B8 5NWY 2P90 L7QZ NHHD;SA03 8000 0000 6080 1016 7519;false
64;SC;31;SC48 SSCB 1101 3893 6105 6434 3969 MWS;SC18 SSCB 1101 0000 0000 0000 1497 USD;false
65;SE;24;SE38 5002 7845 4725 7923 3964;SE45 5000 0000 0583 9825 7466;false
66;SI;19;SI56 2633 0527 3297 067;SI56 2633 0001 2039 086;false
67;SK;24;SK78 1200 6650 0291 2875 9527;SK31 1200 0000 1987 4263 7541;false
68;SM;27;SM73 L032 2509 8008 M5UL 8U4V E7M;SM86 U032 2509 8000 0000 0270 100;false
69;ST;25;ST32 0001 0001 3898 3170 5909 7;ST23 0001 0001 0051 8453 1014 6;false
70;SV;28;SV 46 CENR 52521345122533164740;SV 62 CENR 00000000000000700025;false
71;TL;23;TL38 0081 1709 4435 2434 845;TL38 0080 0123 4567 8910 157;false
72;TN;24;TN59 1000 6541 9341 4564 0727;TN59 1000 6035 1835 9847 8831;false
73;TR;26;TR73 0006 1852 AAS5 0R5I QX3J 1J;TR33 0006 1005 1978 6457 8413 26;false
77;XK;20;XK77 1212 5571 9775 2898;XK05 1212 0123 4567 8906;false
74;UA;29;UA42 3223 132I TL4X CV39 MS58 YAXK R;UA21 3223 1300 0002 6007 2335 6600 1;false
75;VA;22;VA42 001 8976 4121 6596 008;VA59 001 1230 0001 2345 678;false
76;VG;24;VG67 VPVG 2506 5137 6736 4287;VG96 VPVG 0000 0123 4567 8901;false
77;XK;20;XK77 1212 5571 9775 2898;XK05 1212 0123 4567 8906;false
77;XK;20;XK77 1212 5571 9775 2898;XK05 1212 0123 4567 8906;false
77;XK;20;XK77 1212 5571 9775 2898;XK05 1212 0123 4567 8906;false
78;us;;2642592315493582550;0910000196564833713;false
79;us;;5469584673370;4561239550000;false
80;us;;988035540295787251497316834;123456780123456789123456789;false
81;us;;2642592315493582550;0910000196564833713;false
