64;Madison;79;26-11-2008
65;Jackson;22;20-08-2008
66;Coolidge;53;11-06-2007
67;Johnson;5;27-06-2008
68;Truman;70;16-10-2007
69;Hoover;30;08-07-2007
70;Johnson;16;10-08-2008
71;Carter;52;06-07-2008
72;Pierce;71;30-05-2007
73;Johnson;96;28-06-2008
74;Harding;86;20-12-2007
75;Reagan;68;15-05-2008
76;Eisenhower;27;20-08-2007
77;Wilson;93;23-03-2007
78;Lincoln;80;13-11-2007
79;Cleveland;76;21-10-2007
80;Hayes;76;25-11-2008
81;Nixon;38;03-10-2007
82;Taft;29;09-01-2008
83;Reagan;23;27-02-2008
84;Jackson;53;15-01-2007
85;Adams;60;09-01-2008
86;Van Buren;63;05-06-2008
87;Tyler;49;17-03-2008
88;Johnson;62;09-03-2008
89;Ford;90;22-05-2008
90;Fillmore;64;29-04-2007
91;Taft;81;25-04-2007
92;Johnson;29;30-10-2008
93;Cleveland;87;27-12-2007
94;Arthur;42;15-06-2007
95;Hayes;71;12-05-2007
96;Nixon;90;11-04-2008
97;Fillmore;78;16-06-2008
98;Coolidge;65;20-07-2007
99;Nixon;65;16-10-2007
100;Hoover;88;21-11-2008
101;Nixon;47;23-07-2007
102;Fillmore;99;30-06-2008
103;Buchanan;82;16-04-2007
104;Ford;99;31-08-2008
105;Grant;45;01-10-2007
106;Hoover;49;20-04-2008
107;Harrison;31;25-04-2008
108;Ford;71;10-07-2007
109;Johnson;65;03-09-2007
110;Johnson;23;23-04-2007
111;Taylor;18;13-01-2008
112;Roosevelt;41;03-11-2008
113;Kennedy;16;10-12-2008
114;Roosevelt;59;16-09-2008
115;Cleveland;62;02-07-2007
116;Jefferson;49;28-06-2007
117;Polk;59;03-05-2007
118;Harrison;81;12-07-2007
119;Buchanan;28;14-04-2008
120;Polk;32;15-07-2008
121;Truman;74;28-10-2007
122;Cleveland;95;16-10-2007
123;Taft;17;26-11-2007
124;Adams;24;29-06-2007
125;Nixon;24;02-07-2007
126;Taylor;97;07-08-2008
127;Truman;40;17-07-2008
128;Jefferson;60;24-09-2008
129;Clinton;32;19-08-2008
130;Jackson;46;04-03-2007
131;Johnson;0;06-10-2007
132;Hoover;13;14-04-2008
133;Truman;5;14-07-2008
134;Roosevelt;1;04-11-2008
135;Nixon;54;17-09-2008
136;Ford;64;05-11-2007
137;Van Buren;41;06-02-2007
138;Adams;96;22-04-2008
139;Cleveland;43;26-07-2007
140;Eisenhower;4;25-03-2007
141;Monroe;55;26-01-2007
142;Reagan;45;25-12-2008
143;Buchanan;81;25-07-2008
144;Johnson;76;05-03-2008
145;Cleveland;40;13-03-2008
146;Taft;88;20-10-2008
147;Monroe;41;13-02-2007
148;Harrison;20;23-06-2007
149;Eisenhower;69;23-07-2008
150;Van Buren;47;10-01-2008
151;Washington;50;19-12-2007
152;Roosevelt;97;16-01-2008
153;Coolidge;56;16-03-2008
154;Polk;89;18-12-2008
155;Garfield;71;26-04-2007
156;Pierce;36;18-07-2008
157;Nixon;30;09-05-2008
158;Taft;78;15-11-2007
159;Johnson;69;11-05-2008
160;Washington;23;11-08-2007
161;Jefferson;19;08-02-2007
162;Cleveland;76;29-02-2008
163;Harrison;88;18-04-2007
164;Truman;36;22-07-2007
165;Nixon;33;23-07-2008
166;Coolidge;55;06-07-2007
167;Grant;99;18-05-2007
168;Cleveland;83;03-12-2008
169;Adams;28;14-11-2007
170;Pierce;40;09-03-2007
171;Hoover;84;14-02-2008
172;Quincy;2;18-10-2008
173;Quincy;48;11-07-2008
174;Fillmore;19;24-02-2008
175;Wilson;80;14-01-2007
176;Nixon;12;19-02-2007
177;Washington;98;23-09-2007
178;Nixon;88;27-02-2007
179;Truman;41;25-09-2008
180;Johnson;74;20-12-2007
181;Hayes;43;08-04-2007
182;Fillmore;19;13-03-2007
183;Quincy;23;15-06-2008
184;Eisenhower;4;19-05-2008
185;Taft;60;27-11-2008
186;Adams;65;17-02-2008
187;Johnson;27;13-04-2008
188;Hayes;17;20-09-2007
189;Kennedy;96;21-07-2008
190;Eisenhower;14;23-05-2007
191;Coolidge;55;29-06-2008
192;Harrison;9;10-05-2008
193;Jackson;25;21-12-2008
194;Garfield;56;29-12-2008
195;Hayes;2;22-07-2007
196;Jefferson;3;09-11-2007
197;Cleveland;44;09-02-2008
198;Wilson;87;06-01-2008
199;Arthur;66;11-04-2008
200;Johnson;47;13-01-2008
201;Arthur;98;04-04-2007
202;Kennedy;25;03-11-2008
203;Johnson;56;11-09-2008
204;Adams;72;03-11-2007
205;Lincoln;65;25-07-2008
206;Polk;5;11-07-2007
207;Eisenhower;25;05-01-2008
208;Ford;91;17-07-2007
209;Eisenhower;8;19-06-2008
210;Pierce;93;24-04-2008
211;Hoover;64;16-11-2008
212;Garfield;27;30-11-2007
213;Fillmore;72;11-08-2008
214;Harrison;2;18-06-2007
215;Taylor;44;15-01-2007
216;Ford;12;09-09-2007
217;Fillmore;24;15-01-2007
218;Fillmore;73;26-02-2008
219;Johnson;58;24-01-2008
220;Adams;15;10-07-2007
221;Fillmore;87;17-01-2007
222;Adams;34;07-01-2008
223;Roosevelt;96;12-07-2008
224;McKinley;4;20-02-2007
225;Tyler;31;02-04-2008
226;Taft;22;16-07-2008
227;Jefferson;43;22-08-2007
228;Washington;50;03-05-2008
229;McKinley;14;05-02-2007
230;Carter;51;19-02-2008
231;Roosevelt;41;14-10-2008
232;Carter;19;06-09-2007
233;Adams;8;08-09-2008
234;Jefferson;61;11-04-2007
235;Monroe;91;25-12-2008
236;Jackson;6;01-08-2007
237;Roosevelt;23;13-10-2008
238;Cleveland;4;28-06-2007
239;Fillmore;19;23-07-2007
240;Roosevelt;94;31-08-2008
241;Buchanan;34;26-01-2007
242;Harrison;72;09-07-2007
243;Eisenhower;14;04-10-2007
244;Truman;100;23-11-2007
245;Harrison;21;27-08-2007
246;Arthur;41;22-03-2008
247;Nixon;74;18-04-2008
248;Roosevelt;44;11-01-2008
249;Kennedy;93;28-01-2007
250;Johnson;99;21-02-2008
251;Nixon;88;27-12-2007
252;Taft;98;12-07-2008
253;Garfield;72;20-08-2008
254;Arthur;81;28-10-2008
255;Jackson;49;16-10-2007
256;Truman;46;05-12-2007
257;Arthur;85;13-02-2008
258;Cleveland;76;23-04-2008
259;Ford;77;25-09-2008
260;Quincy;57;25-01-2007
261;Johnson;94;02-06-2008
262;Wilson;85;24-12-2008
263;Roosevelt;88;15-02-2007
264;Taylor;53;25-06-2007
265;Jackson;41;17-09-2008
266;Jackson;89;19-06-2008
267;Madison;81;13-06-2008
268;Quincy;85;29-05-2007
269;Harding;31;21-01-2008
270;Polk;40;13-10-2008
271;Fillmore;74;06-05-2008
272;Carter;95;06-08-2007
273;Jackson;3;02-06-2007
274;Adams;28;01-04-2008
275;Fillmore;17;09-09-2008
276;Nixon;30;24-04-2008
277;Arthur;7;24-02-2008
278;Jefferson;28;08-03-2008
279;Ford;40;28-10-2007
280;Coolidge;71;19-05-2007
281;Ford;22;21-12-2008
282;Truman;92;18-07-2008
283;Coolidge;90;20-06-2007
284;McKinley;100;15-03-2007
285;Hoover;75;08-06-2007
286;Harrison;59;13-01-2007
287;Carter;19;10-09-2007
288;Roosevelt;39;18-02-2008
289;Madison;84;26-08-2007
290;Polk;51;26-03-2007
291;Harding;17;08-10-2008
292;Taylor;33;09-06-2008
293;Nixon;33;14-01-2008
294;Taylor;75;24-07-2008
295;Coolidge;5;27-04-2007
296;Monroe;42;26-05-2007
297;Garfield;63;11-05-2008
298;Cleveland;80;05-10-2008
299;Cleveland;32;06-08-2007
300;Van Buren;70;27-11-2007
301;Kennedy;94;19-03-2007
302;Johnson;66;20-09-2007
303;Truman;57;28-03-2007
304;Clinton;36;30-01-2008
305;Monroe;65;07-08-2008
306;Washington;20;16-03-2008
307;Clinton;51;03-01-2008
308;Carter;20;17-01-2008
309;Jefferson;84;19-11-2007
310;Grant;50;08-03-2008
311;Washington;65;13-06-2008
312;Roosevelt;25;13-02-2008
313;Coolidge;18;20-10-2008
314;Taft;21;31-10-2008
315;Cleveland;99;16-07-2008
316;Harrison;3;23-02-2008
317;Grant;43;15-10-2008
318;Harrison;7;17-06-2008
319;Roosevelt;59;26-07-2008
320;Harding;93;08-09-2008
321;McKinley;100;31-01-2007
322;Fillmore;95;29-11-2008
323;Harrison;24;25-07-2007
324;Roosevelt;17;09-02-2007
325;Wilson;48;06-07-2007
326;Truman;69;14-11-2007
327;Washington;25;03-09-2008
328;Taylor;90;20-06-2007
329;Jackson;29;06-01-2007
330;Harrison;48;11-10-2007
331;Roosevelt;46;01-10-2007
332;Buchanan;59;02-06-2008
333;Lincoln;56;23-03-2008
334;Madison;0;12-11-2007
335;Tyler;67;18-05-2007
336;Hoover;36;25-11-2007
337;Pierce;71;09-06-2007
338;Washington;11;03-11-2007
339;Monroe;10;06-06-2007
340;Roosevelt;6;16-08-2007
341;Fillmore;69;21-06-2008
342;Hoover;44;06-07-2008
343;Carter;17;12-12-2008
344;Quincy;33;01-01-2008
345;Taylor;93;12-11-2007
346;Washington;57;11-08-2007
347;Hoover;58;26-11-2008
348;Monroe;33;10-12-2008
349;Hayes;59;21-09-2007
350;Buchanan;90;24-06-2008
351;Roosevelt;8;09-01-2007
352;Taft;88;04-09-2008
353;Taft;12;22-07-2007
354;Buchanan;81;27-05-2007
355;Roosevelt;25;24-06-2008
356;Tyler;13;25-05-2008
357;Hoover;95;29-01-2007
358;Arthur;95;13-06-2007
359;Wilson;24;29-09-2007
360;Johnson;7;14-01-2008
361;Buchanan;8;18-10-2008
362;Pierce;94;08-10-2007
363;Clinton;24;08-05-2007
364;Monroe;36;01-02-2007
365;Ford;63;25-11-2007
366;Hayes;86;05-04-2008
367;Carter;24;15-10-2008
368;Kennedy;12;15-09-2008
369;Grant;73;14-06-2007
370;Carter;44;12-05-2007
371;Polk;94;03-01-2007
372;Johnson;49;24-11-2008
373;Roosevelt;84;01-09-2007
374;Tyler;94;27-09-2008
375;Monroe;91;05-04-2007
376;Wilson;71;24-08-2007
377;Tyler;52;23-04-2008
378;Kennedy;71;06-04-2007
379;Roosevelt;86;04-06-2007
380;Harrison;83;04-06-2007
381;Ford;55;11-11-2007
382;Hayes;18;23-06-2007
383;Roosevelt;49;10-10-2007
384;Garfield;68;03-06-2008
385;Ford;82;12-05-2007
386;Harrison;44;15-06-2007
387;Buchanan;64;06-08-2008
388;Arthur;45;27-03-2007
389;Tyler;79;18-03-2007
390;Polk;17;25-06-2008
391;Garfield;62;12-10-2008
392;Tyler;37;28-06-2008
393;Taylor;22;08-06-2007
394;Johnson;68;15-07-2007
395;Cleveland;100;14-09-2008
396;Harding;68;17-05-2007
397;Ford;52;19-01-2008
398;Hoover;65;12-02-2008
399;Coolidge;95;20-06-2007
400;Truman;37;27-05-2008
401;Ford;60;20-05-2008
402;Van Buren;38;04-04-2008
403;Arthur;10;01-07-2008
404;Pierce;53;20-03-2007
405;Johnson;28;03-03-2008
406;Pierce;37;20-01-2008
407;Harrison;3;16-03-2008
408;Nixon;56;07-07-2008
409;Ford;7;12-04-2007
410;Garfield;68;02-02-2007
411;Harrison;69;05-03-2008
412;Johnson;65;18-06-2007
413;Buchanan;73;18-11-2008
414;Arthur;98;09-10-2008
415;Madison;93;26-12-2007
416;Johnson;54;11-02-2007
417;Hoover;35;07-09-2008
418;Buchanan;43;17-04-2007
419;Reagan;78;05-05-2007
420;Grant;36;19-07-2007
421;Adams;88;02-09-2008
422;Tyler;9;11-05-2008
423;Taylor;48;23-09-2008
424;Buchanan;95;28-06-2008
425;Kennedy;27;15-08-2007
426;Ford;70;16-10-2008
427;Carter;92;18-04-2007
428;Hoover;7;23-02-2007
429;Eisenhower;62;11-03-2008
430;Pierce;97;31-12-2007
431;Buchanan;36;16-12-2008
432;Nixon;15;27-12-2007
433;Ford;4;10-03-2008
434;Fillmore;12;24-04-2007
435;Quincy;24;18-04-2007
436;Washington;14;29-01-2008
437;Roosevelt;67;12-12-2008
438;Ford;9;24-01-2008
439;Adams;27;16-09-2007
440;Reagan;48;28-05-2007
441;Kennedy;4;03-07-2007
442;Harrison;42;13-12-2008
443;Harding;80;24-12-2008
444;Taft;87;15-04-2007
445;Clinton;33;09-06-2008
446;Carter;94;14-02-2007
447;Harrison;85;11-02-2008
448;Johnson;87;21-11-2008
449;Harrison;89;13-11-2008
450;Arthur;44;15-11-2007
451;Reagan;96;26-08-2007
452;Clinton;18;15-03-2008
453;Jackson;48;01-02-2007
454;Tyler;59;03-10-2008
455;Monroe;30;31-08-2008
456;Hoover;46;15-09-2007
457;Monroe;3;26-11-2008
458;Fillmore;57;31-01-2007
459;Grant;87;14-07-2007
460;Polk;38;10-03-2008
461;Jackson;70;23-09-2008
462;Hayes;81;24-07-2007
463;Grant;67;20-06-2008
464;Adams;88;26-11-2008
465;Ford;47;12-07-2007
466;Cleveland;33;02-02-2007
467;Roosevelt;9;19-10-2008
468;Reagan;84;27-04-2008
469;McKinley;56;16-01-2007
470;McKinley;5;25-02-2008
471;Tyler;40;01-07-2007
472;Johnson;92;30-05-2007
473;Garfield;93;09-06-2008
474;Cleveland;54;01-06-2007
475;Clinton;17;05-06-2008
476;Garfield;47;05-04-2008
477;Monroe;39;07-08-2008
478;Polk;34;13-08-2007
479;Cleveland;42;04-04-2007
480;Kennedy;87;23-06-2007
481;Hoover;82;23-02-2008
482;Adams;34;23-08-2008
483;Truman;61;20-08-2007
484;Jackson;61;06-06-2007
485;Grant;5;25-12-2007
486;Harding;92;17-03-2008
487;Arthur;9;15-10-2007
488;Hoover;100;14-01-2008
489;Tyler;85;25-01-2008
490;Jackson;94;20-02-2007
491;Garfield;41;23-01-2007
492;Adams;34;07-04-2008
493;Johnson;62;18-08-2008
494;Jefferson;22;18-09-2007
495;Van Buren;66;12-06-2007
496;Grant;58;30-11-2008
497;Truman;96;06-10-2008
498;Taylor;90;27-12-2008
499;Harrison;40;12-05-2007
500;Madison;64;15-10-2007
501;Taft;87;14-11-2007
502;Hoover;71;12-04-2007
503;Van Buren;2;05-05-2008
504;Roosevelt;67;03-06-2007
505;Polk;0;23-11-2007
506;Polk;37;12-05-2008
507;Roosevelt;80;25-05-2007
508;Roosevelt;67;07-03-2008
509;Cleveland;2;15-10-2008
510;Adams;21;28-02-2007
511;Madison;8;23-12-2008
512;Lincoln;54;06-04-2007
513;Fillmore;48;23-11-2007
514;Tyler;54;28-10-2007
515;Eisenhower;80;20-09-2008
516;Wilson;29;19-09-2007
517;Cleveland;35;15-05-2008
518;Taft;22;11-03-2007
519;Roosevelt;81;11-11-2007
520;Truman;33;10-05-2008
521;Arthur;1;22-12-2007
522;Truman;14;17-10-2008
523;Fillmore;15;07-07-2007
524;Buchanan;48;29-08-2007
525;Tyler;13;17-08-2007
526;Grant;11;07-05-2007
527;Wilson;87;29-08-2008
528;Taft;46;16-06-2008
529;Garfield;57;23-06-2007
530;Eisenhower;91;26-09-2008
531;Harding;1;26-08-2007
532;Truman;25;24-06-2007
533;Johnson;48;17-01-2008
534;Quincy;11;28-04-2008
535;Johnson;60;06-10-2007
536;Hayes;83;09-02-2008
537;Fillmore;53;24-02-2008
538;Taft;25;01-03-2008
539;Jefferson;55;05-02-2007
540;Ford;33;28-01-2007
541;Tyler;94;17-03-2007
542;Monroe;84;06-06-2008
543;Fillmore;39;05-09-2007
544;Van Buren;76;06-12-2008
545;Arthur;5;19-05-2007
546;Washington;62;22-02-2007
547;Hoover;100;24-04-2008
548;Adams;61;04-04-2007
549;Cleveland;70;19-10-2008
550;McKinley;36;08-09-2007
551;Reagan;98;15-03-2008
552;Madison;35;01-10-2007
553;Roosevelt;55;16-12-2008
554;Adams;17;12-05-2007
555;Jefferson;27;23-10-2007
556;Reagan;21;17-03-2008
557;Hayes;6;17-11-2008
558;Polk;29;08-07-2008
559;Polk;13;30-10-2007
560;Roosevelt;68;27-06-2007
561;Grant;91;08-06-2008
562;Kennedy;89;23-05-2008
563;Jefferson;25;01-08-2008
564;Pierce;52;30-03-2008
565;Coolidge;30;06-09-2008
566;Taft;36;26-11-2008
567;Adams;69;27-03-2008
568;Madison;77;22-05-2008
569;Cleveland;2;26-07-2008
570;Ford;9;19-04-2007
571;Buchanan;35;07-08-2007
572;Polk;77;29-06-2007
573;Taft;14;14-10-2008
574;Wilson;41;20-04-2008
575;Roosevelt;8;25-05-2007
576;Cleveland;68;24-07-2007
577;Garfield;74;05-01-2007
578;McKinley;15;17-02-2007
579;Coolidge;3;08-12-2008
580;Garfield;80;06-11-2007
581;Fillmore;58;29-11-2007
582;Hayes;83;11-04-2007
583;Carter;61;21-02-2007
584;Van Buren;80;23-03-2007
585;Truman;14;17-09-2008
586;Truman;82;06-07-2008
587;Madison;32;01-12-2007
588;Roosevelt;23;16-11-2008
589;Nixon;67;12-03-2008
590;Taylor;86;03-03-2008
591;Jackson;21;04-09-2007
592;Adams;33;02-11-2008
593;Cleveland;85;15-02-2008
594;Hayes;28;17-11-2008
595;Buchanan;52;22-09-2007
596;Buchanan;11;13-12-2007
597;Garfield;38;23-03-2007
598;Kennedy;21;14-09-2008
599;Reagan;54;05-12-2007
600;Wilson;60;07-06-2008
601;Monroe;90;27-09-2008
602;Truman;16;27-06-2008
603;Wilson;65;05-11-2008
604;Harding;72;21-04-2007
605;Pierce;4;12-08-2007
606;Pierce;3;25-10-2008
607;Truman;45;10-03-2007
608;Taft;45;21-03-2007
609;Arthur;14;02-02-2008
610;Arthur;88;08-11-2008
611;Jackson;36;29-11-2007
612;Harding;18;30-04-2007
613;Nixon;49;03-07-2007
614;Harrison;8;13-09-2007
615;Buchanan;33;24-12-2007
616;Polk;24;18-12-2007
617;Clinton;38;17-08-2008
618;Eisenhower;7;10-09-2007
619;Eisenhower;31;24-02-2007
620;Madison;15;08-10-2007
621;Hayes;25;06-09-2007
622;Harrison;71;23-04-2008
623;Eisenhower;80;15-07-2008
624;Roosevelt;82;08-02-2008
625;Adams;65;19-09-2007
626;Truman;16;27-12-2008
627;Tyler;19;05-03-2008
628;Van Buren;45;18-02-2007
629;Johnson;40;18-09-2007
630;Roosevelt;96;17-04-2007
631;Lincoln;77;24-11-2007
632;Roosevelt;64;13-02-2007
633;Clinton;31;03-02-2008
634;Lincoln;12;11-05-2007
635;Harrison;7;19-03-2008
636;Roosevelt;61;28-12-2008
637;Kennedy;61;13-11-2007
638;Monroe;90;19-08-2008
639;Truman;90;13-12-2008
640;Washington;7;03-02-2008
641;Roosevelt;96;15-01-2007
642;Taft;99;17-03-2008
643;Ford;55;26-06-2007
644;Adams;81;26-06-2008
645;Wilson;95;03-02-2008
646;Nixon;5;13-12-2007
647;Tyler;80;20-06-2007
648;Johnson;27;17-01-2008
649;Ford;26;09-09-2008
650;Fillmore;85;24-12-2007
651;Garfield;96;07-12-2008
652;Tyler;34;09-09-2008
653;Wilson;11;10-12-2007
654;Quincy;43;22-09-2008
655;Taylor;72;17-06-2007
656;McKinley;29;19-12-2007
657;Nixon;18;02-08-2008
658;Johnson;28;26-11-2008
659;Hayes;71;01-01-2008
660;Adams;88;08-03-2007
661;Hayes;31;27-08-2007
662;Truman;59;17-06-2008
663;Monroe;47;29-10-2007
664;Roosevelt;37;13-01-2008
665;Clinton;24;04-01-2008
666;Truman;35;19-07-2007
667;Roosevelt;34;03-07-2008
668;Jefferson;6;15-06-2007
669;Grant;96;03-04-2007
670;McKinley;74;21-12-2008
671;Truman;77;06-10-2007
672;Jackson;58;29-01-2008
673;Garfield;88;07-03-2008
674;Adams;79;28-08-2008
675;Pierce;100;01-07-2007
676;Harrison;20;25-06-2008
677;Pierce;86;21-12-2008
678;Adams;90;28-10-2007
679;Taft;33;07-10-2008
680;Coolidge;100;09-09-2007
681;Roosevelt;87;05-11-2008
682;Ford;86;29-06-2008
683;Harrison;29;06-02-2008
684;Taylor;7;13-03-2008
685;Adams;61;08-10-2008
686;Lincoln;34;09-03-2008
687;Grant;38;07-10-2007
688;Nixon;48;22-01-2007
689;Eisenhower;48;21-04-2008
690;Johnson;20;11-03-2008
691;Quincy;94;10-02-2008
692;Johnson;11;07-01-2007
693;Taft;34;11-04-2007
694;Hoover;15;19-01-2007
695;Hoover;44;23-03-2008
696;Wilson;47;15-12-2007
697;Ford;88;19-06-2008
698;Madison;47;16-05-2008
699;Arthur;48;03-07-2008
700;Truman;60;11-04-2008
701;Nixon;4;11-12-2008
702;Taft;53;26-01-2008
703;Polk;48;25-09-2008
704;Fillmore;39;22-11-2008
705;Monroe;74;18-12-2008
706;Kennedy;52;07-07-2008
707;Polk;95;17-07-2008
708;Jackson;47;10-10-2008
709;McKinley;4;12-10-2008
710;Arthur;99;08-01-2008
711;Johnson;83;01-12-2008
712;Harrison;74;21-12-2008
713;McKinley;36;16-11-2008
714;Jefferson;83;11-04-2007
715;Buchanan;43;21-08-2008
716;Harrison;92;17-02-2007
717;Truman;56;01-05-2008
718;Adams;82;20-02-2008
719;Pierce;50;08-03-2007
720;Roosevelt;71;04-05-2007
721;Jefferson;57;19-02-2007
722;Eisenhower;88;04-05-2008
723;Roosevelt;83;05-09-2008
724;Quincy;98;26-03-2008
725;Madison;15;18-05-2007
726;Roosevelt;46;05-04-2008
727;Coolidge;70;27-02-2007
728;Reagan;13;27-10-2007
729;Kennedy;19;24-02-2007
730;Truman;11;13-12-2008
731;Taft;23;31-12-2007
732;Harrison;71;25-07-2008
733;Grant;71;07-01-2008
734;Clinton;46;18-02-2008
735;Pierce;78;06-05-2008
736;Buchanan;4;10-09-2008
737;Taft;99;19-09-2007
738;Roosevelt;52;10-09-2008
739;Madison;75;12-08-2007
740;Johnson;58;14-07-2007
741;Fillmore;12;19-07-2008
742;Washington;21;17-09-2008
743;Monroe;90;22-10-2008
744;Taylor;0;27-01-2008
745;Lincoln;23;09-10-2008
746;McKinley;86;05-09-2008
747;Adams;64;03-01-2008
748;Harrison;30;27-08-2008
749;Taft;88;02-11-2008
750;Lincoln;88;26-11-2008
751;Nixon;4;27-05-2008
752;Washington;17;06-12-2007
753;Polk;45;13-01-2007
754;Harrison;33;06-10-2007
755;Jefferson;20;22-01-2008
756;Jefferson;25;19-10-2008
757;Johnson;30;14-08-2007
758;Coolidge;88;01-07-2007
759;Roosevelt;28;13-06-2007
760;Cleveland;74;25-03-2008
761;Clinton;79;25-01-2007
762;Washington;4;05-11-2008
763;Reagan;72;20-04-2007
764;Taft;2;15-03-2008
765;Garfield;93;17-05-2008
766;Roosevelt;9;11-10-2008
767;Polk;41;14-04-2008
768;Coolidge;4;02-03-2007
769;Washington;26;21-11-2007
770;Van Buren;50;22-12-2008
771;Carter;29;30-03-2008
772;Washington;94;21-07-2008
773;Taylor;51;08-04-2007
774;Taylor;52;13-08-2008
775;Monroe;26;21-08-2007
776;Adams;72;30-12-2007
777;Pierce;75;08-08-2007
778;Eisenhower;14;07-04-2007
779;Harrison;66;23-11-2007
780;Coolidge;46;31-10-2008
781;Adams;47;01-10-2008
782;Carter;1;24-05-2008
783;Buchanan;46;13-03-2008
784;Grant;49;27-06-2007
785;Reagan;40;21-02-2007
786;Washington;66;22-04-2007
787;Van Buren;99;24-02-2008
788;Taft;91;18-03-2007
789;Cleveland;91;05-05-2007
790;Jefferson;55;06-09-2008
791;Van Buren;26;28-05-2008
792;Adams;63;30-05-2007
793;Jackson;2;08-09-2008
794;McKinley;38;16-03-2007
795;Truman;39;17-04-2007
796;Pierce;88;03-09-2007
797;Nixon;30;14-03-2008
798;Harrison;86;04-01-2007
799;Jefferson;88;18-10-2007
800;Eisenhower;5;20-02-2007
801;Adams;38;25-10-2008
802;Eisenhower;22;13-10-2008
803;Roosevelt;81;13-03-2007
804;Jackson;20;10-09-2008
805;Cleveland;78;14-12-2007
806;Tyler;59;27-07-2008
807;Truman;40;17-11-2007
808;Clinton;67;24-10-2007
809;Jackson;68;20-11-2008
810;Johnson;89;02-03-2008
811;Jackson;20;01-07-2007
812;Jackson;50;21-08-2007
813;Madison;36;14-06-2007
814;Polk;28;20-04-2007
815;Garfield;11;30-12-2008
816;Coolidge;45;17-01-2007
817;Johnson;56;16-10-2007
818;Harrison;24;09-04-2008
819;Cleveland;44;04-05-2008
820;Harrison;55;26-02-2007
821;Eisenhower;63;13-11-2008
822;Van Buren;75;03-02-2007
823;Arthur;0;18-01-2008
824;Taylor;21;13-09-2007
825;Eisenhower;33;25-07-2008
826;Fillmore;18;21-05-2008
827;McKinley;20;09-12-2007
828;Washington;1;29-04-2008
829;Monroe;86;15-11-2007
830;Grant;75;18-08-2007
831;Carter;60;05-07-2008
832;Harrison;25;12-09-2008
833;Fillmore;46;16-12-2008
834;Van Buren;34;06-06-2008
835;Kennedy;80;01-08-2007
836;Cleveland;34;12-10-2007
837;Buchanan;21;12-03-2008
838;Carter;93;12-08-2007
839;Roosevelt;45;02-10-2008
840;Roosevelt;25;21-05-2008
841;Madison;28;25-06-2008
842;Taft;46;08-01-2008
843;Kennedy;82;24-04-2007
844;Cleveland;83;04-07-2008
845;Johnson;2;06-06-2008
846;Harding;58;16-10-2008
847;Adams;2;23-12-2008
848;Johnson;7;24-05-2007
849;McKinley;63;31-12-2008
850;Jackson;27;06-12-2008
851;Harrison;91;22-11-2007
852;Reagan;9;12-09-2008
853;Coolidge;86;02-05-2007
854;Roosevelt;52;02-09-2008
855;Grant;71;17-10-2007
856;Harrison;34;19-07-2008
857;Pierce;86;09-06-2008
858;Jefferson;23;15-02-2008
859;Truman;6;30-04-2007
860;Quincy;62;18-03-2007
861;Fillmore;98;02-06-2008
862;Coolidge;23;25-03-2008
863;Washington;17;23-10-2007
864;Kennedy;4;18-10-2007
865;Jefferson;35;23-08-2007
866;Polk;49;21-11-2008
867;Wilson;35;15-07-2008
868;Fillmore;95;11-01-2007
869;Harding;66;27-03-2007
