147;John;Johnson;04-10-1945
148;Lyndon;Johnson;04-06-1998
149;Jimmy;Adams;07-01-1957
150;Andrew;Johnson;02-11-1980
151;Bill;Buchanan;10-11-1975
152;Millard;Johnson;04-01-2003
153;Thomas;Madison;20-02-2001
154;Chester;Johnson;03-02-2009
155;Abraham;Ford;12-07-1953
156;Andrew;Clinton;04-08-1963
157;Harry;Buchanan;02-10-2003
158;George;Van Buren;15-08-1947
159;Harry;Adams;20-07-1939
160;William;Madison;09-07-1983
161;Ulysses;Madison;27-10-1923
162;Dwight;Van Buren;25-11-1931
163;Andrew;Adams;07-09-2010
164;Jimmy;Van Buren;17-10-1933
165;Rutherford;Lincoln;07-12-1935
166;Martin;Johnson;11-07-1975
167;Jimmy;Cleveland;24-02-1935
168;Harry;Harrison;02-10-1971
169;James;Hoover;19-02-1990
170;Calvin;Polk;20-01-2002
171;Gerald;Roosevelt;13-07-1962
172;Rutherford;Taft;07-12-1952
173;Warren;Truman;04-08-1972
174;Ronald;Roosevelt;31-03-1944
175;Herbert;Clinton;16-07-1967
176;Harry;Harrison;13-08-1988
177;Millard;Washington;23-10-1945
178;Herbert;Roosevelt;05-12-1972
179;Richard;Jackson;23-08-1946
180;Thomas;Roosevelt;12-08-1982
181;Andrew;Fillmore;20-04-2003
182;Jimmy;Monroe;11-08-1967
183;Zachary;Nixon;09-05-1986
184;Warren;Harding;30-07-2010
185;Martin;Roosevelt;19-02-1989
186;Lyndon;Arthur;28-07-1956
187;Lyndon;Kennedy;02-12-1971
188;Andrew;Fillmore;01-03-1980
189;Franklin;Roosevelt;21-07-1964
190;Benjamin;Eisenhower;09-12-1949
191;George;Van Buren;05-06-1929
192;Rutherford;Tyler;30-10-1987
193;Bill;Reagan;17-09-1967
194;Bill;Wilson;13-10-1989
195;Rutherford;Fillmore;14-09-1969
196;John;Kennedy;06-03-1985
197;John;Jackson;28-10-1935
198;Richard;Carter;23-01-1954
199;William;McKinley;16-01-2002
200;Herbert;Wilson;17-03-1944
201;Chester;Nixon;26-05-1921
202;James;Ford;29-08-1999
203;Woodrow;Arthur;19-09-1989
204;Chester;Washington;20-09-1994
205;Rutherford;Adams;18-09-2005
206;William;Kennedy;14-06-2004
207;Benjamin;Adams;28-03-1946
208;Millard;Polk;17-08-1950
209;William;Reagan;01-09-1987
210;Andrew;Jefferson;13-10-2012
211;Grover;Buchanan;28-08-1957
212;Rutherford;Lincoln;02-10-1988
213;James;Eisenhower;16-01-1982
214;Grover;Fillmore;17-04-1925
215;Chester;Coolidge;09-10-1983
216;Thomas;Jackson;12-02-1973
217;Grover;Roosevelt;11-08-1940
218;George;Buchanan;08-06-2010
219;John;Grant;17-09-1922
220;Richard;Ford;05-06-1932
221;Chester;Washington;09-10-1972
222;Woodrow;McKinley;08-07-1929
223;Warren;Kennedy;13-07-2001
224;Chester;Kennedy;25-11-1991
225;Millard;Roosevelt;20-05-1960
226;John;Kennedy;01-07-1971
227;William;Jackson;21-05-1979
228;Rutherford;Lincoln;03-04-1977
229;Jimmy;Clinton;01-02-2005
230;Calvin;Jefferson;18-01-2001
231;George;Roosevelt;18-06-1988
232;Gerald;Reagan;06-12-1973
233;James;Quincy;15-10-1974
234;Harry;Harrison;11-12-1923
235;Herbert;Eisenhower;06-05-2001
236;Grover;Van Buren;26-04-1990
237;Ulysses;Harrison;01-02-1942
238;Rutherford;Van Buren;28-10-1948
239;James;Adams;21-04-1920
240;Benjamin;Garfield;01-12-1955
241;Benjamin;Reagan;01-04-1960
242;Bill;Hayes;26-01-1942
243;William;Clinton;11-03-1999
244;Ronald;Washington;18-01-1982
245;Jimmy;Jackson;08-11-1956
246;Theodore;Washington;02-05-1988
247;James;Cleveland;10-09-2008
248;Grover;Jackson;10-10-1959
249;Calvin;Adams;27-06-1985
250;Ulysses;Hayes;15-11-1956
251;Gerald;Cleveland;16-05-1984
252;Abraham;Grant;02-04-1957
253;George;Van Buren;19-11-1986
254;Lyndon;Taylor;30-09-1962
255;Herbert;Pierce;28-06-1929
256;Herbert;Coolidge;10-12-1950
257;Ulysses;Grant;06-07-1920
258;Bill;Cleveland;21-03-1921
259;Ulysses;Harrison;23-08-2011
260;Gerald;Johnson;28-04-1969
261;Warren;Clinton;15-02-1963
262;George;Truman;04-11-1988
263;Andrew;Wilson;19-04-1946
264;Warren;Nixon;03-02-1980
265;Benjamin;Ford;30-10-1965
266;Harry;Garfield;09-09-1964
267;Ronald;Kennedy;05-10-1979
268;Lyndon;Arthur;03-12-1971
269;Thomas;Washington;18-02-1934
270;Martin;Taft;11-05-1942
271;Thomas;Arthur;01-08-1986
272;Theodore;Carter;10-02-1928
273;Franklin;Monroe;25-12-1924
274;Franklin;Buchanan;04-05-2010
275;Rutherford;Eisenhower;19-05-2002
276;George;Ford;13-07-1922
277;Herbert;Hayes;30-01-1973
278;Thomas;Polk;03-06-1963
279;Richard;Nixon;11-11-2004
280;Grover;Adams;01-06-1971
281;Thomas;Monroe;14-10-2002
282;Abraham;Ford;14-08-1929
283;Gerald;Monroe;15-04-1952
284;Ronald;Nixon;15-08-1964
285;Ulysses;Ford;12-08-1964
286;Bill;Quincy;19-03-2001
287;Benjamin;Wilson;11-11-1968
288;Ronald;Johnson;22-12-1931
289;Benjamin;Buchanan;04-11-1982
290;Ronald;Arthur;14-04-1940
291;Ronald;Harrison;09-06-1967
292;Gerald;Taft;01-06-1980
293;Richard;Polk;16-10-1949
294;Herbert;Quincy;15-01-1974
295;Harry;Garfield;04-08-1966
296;Dwight;Buchanan;01-08-1977
297;James;Hoover;25-04-1985
298;Richard;Van Buren;23-01-1952
299;Ulysses;Washington;11-06-2010
300;George;Buchanan;29-05-1968
301;Ronald;Ford;24-08-1963
302;Dwight;Harding;26-05-2005
303;Martin;Johnson;02-10-1932
304;Richard;Harding;10-04-1953
305;John;Jefferson;09-12-1983
306;Warren;Washington;12-04-1936
307;William;Madison;09-07-1944
308;Benjamin;Johnson;26-02-1933
309;Millard;Truman;22-01-1997
310;Chester;Grant;18-10-1940
311;Calvin;Grant;28-12-2003
312;Jimmy;McKinley;04-12-1948
313;Andrew;Adams;06-10-1934
314;Richard;Hayes;21-11-1977
315;Gerald;Nixon;29-12-1937
316;William;Johnson;19-01-1951
317;Richard;Grant;28-12-1993
318;John;Madison;07-05-1977
319;Millard;McKinley;09-10-1931
320;George;Jefferson;30-05-1988
321;Lyndon;Reagan;03-03-1974
322;Herbert;Roosevelt;20-06-1993
323;Chester;Grant;26-10-2009
324;Benjamin;Arthur;07-01-1983
325;Chester;Roosevelt;07-04-2004
326;Theodore;Eisenhower;05-06-1983
327;Calvin;Fillmore;26-12-2003
328;Lyndon;Van Buren;25-11-2003
329;William;Truman;28-01-1981
330;Thomas;Eisenhower;23-02-1959
331;William;Tyler;08-11-1969
332;James;Arthur;08-05-1958
333;Gerald;Johnson;17-06-1984
334;Grover;Ford;02-12-1944
335;Martin;Monroe;06-08-1997
336;Chester;Roosevelt;15-02-1980
337;Zachary;Nixon;02-06-1960
338;George;Van Buren;17-08-1934
339;Calvin;Van Buren;29-09-2007
340;Andrew;Taylor;05-03-1933
341;William;Coolidge;05-08-1971
342;Jimmy;Wilson;01-11-1998
343;Ulysses;Eisenhower;30-10-1961
344;Woodrow;Roosevelt;12-09-1990
345;Calvin;Wilson;28-04-1938
346;John;Taft;16-08-1936
347;Martin;Van Buren;25-08-1975
348;Martin;Taylor;01-04-1964
349;Ulysses;Roosevelt;26-08-1982
350;Martin;Ford;12-04-1933
351;Theodore;McKinley;10-10-1958
352;Calvin;Coolidge;17-11-1964
353;Ulysses;Truman;11-07-1942
354;Chester;Reagan;02-07-1924
355;Millard;Reagan;20-03-1990
356;Dwight;Taft;17-01-1920
357;Jimmy;Johnson;05-03-1946
358;Warren;Hoover;25-02-2009
359;Ronald;Grant;06-06-2003
360;Harry;Pierce;13-04-1976
361;Lyndon;Jefferson;30-12-1920
362;Abraham;McKinley;05-11-1997
363;Abraham;Hayes;14-07-1980
364;Lyndon;Adams;29-04-1939
365;Bill;Arthur;25-05-1995
366;Millard;Van Buren;31-12-1959
367;Theodore;Harding;29-06-1980
368;Jimmy;Coolidge;19-06-2008
369;Zachary;Harrison;22-10-1939
370;Lyndon;Grant;23-04-1999
371;Rutherford;Quincy;28-11-1923
372;Jimmy;Carter;26-09-1945
373;Herbert;Reagan;14-09-1987
374;Richard;Reagan;29-10-1931
375;Jimmy;Harding;30-06-1989
376;Woodrow;Harrison;31-05-1942
377;Ronald;Ford;25-08-2001
378;Richard;Pierce;12-12-1970
379;Chester;Jackson;05-10-1930
380;Theodore;Buchanan;20-01-1998
381;Herbert;Harrison;19-05-1928
382;Lyndon;Buchanan;20-12-1986
383;Zachary;Carter;06-01-2012
384;Gerald;Madison;18-04-1976
385;Theodore;Coolidge;25-08-1965
386;Gerald;Madison;12-11-1959
387;Herbert;Pierce;21-12-1920
388;Grover;Reagan;01-02-1931
389;Jimmy;Johnson;07-12-1930
390;Dwight;Tyler;08-03-1934
391;James;Taft;06-02-1957
392;Richard;Eisenhower;06-02-1944
393;William;Jackson;17-04-1979
394;Bill;Clinton;10-12-1923
395;Martin;Nixon;16-06-1959
396;James;Harrison;20-06-1927
397;Bill;McKinley;04-06-1950
398;Lyndon;Eisenhower;25-07-1968
399;Ulysses;Roosevelt;10-03-1955
400;Ronald;Eisenhower;29-11-1928
401;Richard;Jefferson;18-08-1996
402;Andrew;Eisenhower;13-11-1953
403;Grover;Truman;13-10-1923
404;Gerald;Van Buren;02-10-1963
405;Millard;Adams;16-08-1921
406;Jimmy;Hoover;24-01-1931
407;Zachary;Monroe;16-01-1957
408;Richard;Roosevelt;15-01-1940
409;Woodrow;Clinton;14-02-1956
410;Herbert;Kennedy;18-11-1934
411;Dwight;Adams;01-03-1990
412;James;Tyler;04-08-2003
413;Ronald;Buchanan;10-12-1933
414;John;Nixon;31-07-1949
415;George;Coolidge;04-08-1949
416;John;Grant;15-03-1980
417;Harry;Tyler;14-09-1982
418;Warren;Harding;26-10-1933
419;George;Pierce;17-02-2006
420;Martin;Hoover;24-11-1950
421;Chester;Adams;24-05-2005
422;Millard;Wilson;17-12-1945
423;Franklin;Harrison;17-08-1984
424;George;McKinley;28-06-1992
425;Richard;Cleveland;11-01-2002
426;Lyndon;Polk;07-06-1923
427;George;Hoover;15-08-1933
428;Zachary;McKinley;01-04-1980
429;Calvin;Johnson;05-02-1971
430;William;Quincy;03-06-1980
431;Ulysses;Truman;14-10-1983
432;Ronald;Quincy;30-10-1943
433;Ronald;Grant;02-12-1944
434;Abraham;Jefferson;05-02-1990
435;Harry;Buchanan;12-06-1942
436;Dwight;Garfield;26-12-1931
437;Theodore;Grant;13-01-1932
438;Millard;Carter;23-02-1987
439;Bill;Jefferson;09-04-1957
440;James;Lincoln;11-02-1953
441;Martin;Wilson;09-06-1976
442;Millard;Hayes;25-04-1962
443;Theodore;Truman;01-04-1966
444;Herbert;Monroe;12-09-1923
445;James;Lincoln;08-02-1966
446;Warren;Jackson;07-02-1989
447;Woodrow;Lincoln;09-03-1995
448;Ronald;Reagan;04-05-1930
449;Thomas;Eisenhower;22-03-1928
450;John;Eisenhower;03-09-1931
451;Dwight;Coolidge;22-06-1951
452;Woodrow;Hayes;09-02-1982
453;Thomas;Monroe;10-09-1965
454;Thomas;Wilson;16-05-1950
455;George;Nixon;03-07-1971
456;Chester;Quincy;07-04-1983
457;Harry;Johnson;26-11-1925
458;Thomas;Arthur;26-02-1999
459;Grover;Harding;02-12-2006
460;Bill;Harrison;20-07-1963
461;Grover;Taylor;27-03-1931
462;Grover;Van Buren;23-06-1935
463;Abraham;Garfield;08-01-1947
464;Rutherford;Monroe;12-07-1988
465;Harry;Fillmore;09-10-1948
466;Herbert;Nixon;17-12-1927
467;Warren;Hoover;15-12-1963
468;Grover;Buchanan;10-06-1938
469;Chester;Fillmore;21-07-1957
470;Richard;Jefferson;15-07-1966
471;Jimmy;Buchanan;20-10-1955
472;Dwight;Taft;01-04-2002
473;Andrew;Washington;16-01-1988
474;Dwight;Reagan;24-03-1965
475;Thomas;Madison;05-06-1926
476;Harry;Cleveland;06-08-1936
477;Martin;Roosevelt;18-12-2009
478;William;Washington;28-03-1922
479;James;Johnson;14-12-1928
480;Benjamin;Washington;18-06-1953
481;Franklin;Adams;02-05-1982
482;Harry;Roosevelt;29-04-1933
483;Jimmy;Roosevelt;23-10-1971
484;Benjamin;Fillmore;26-03-1926
485;Theodore;Truman;14-05-1982
486;Dwight;Garfield;29-11-1938
487;Calvin;Hayes;21-10-1974
488;Ulysses;Harding;10-01-1970
489;Andrew;Jefferson;02-04-1941
490;Ronald;Wilson;07-08-1945
491;Chester;Quincy;21-03-1978
492;Gerald;Ford;30-11-1992
493;Woodrow;Fillmore;03-11-1994
494;Dwight;Grant;27-03-1937
495;Thomas;Kennedy;04-10-1955
496;Theodore;Adams;27-09-2012
497;Rutherford;Washington;15-03-1947
498;Bill;Kennedy;27-09-1986
499;William;Roosevelt;06-04-1924
500;Harry;Jackson;09-12-1963
501;George;Harding;24-06-1981
502;Martin;Polk;14-05-1990
503;Theodore;Jefferson;24-05-1929
504;Andrew;Fillmore;20-11-1934
505;John;Cleveland;28-09-1934
506;Jimmy;Polk;26-02-1992
507;Grover;Quincy;10-11-2008
508;Rutherford;Buchanan;26-10-1978
509;Bill;Quincy;27-06-1967
510;Benjamin;Buchanan;01-07-1924
511;Ronald;Jackson;28-08-1975
512;Franklin;Tyler;10-06-1991
513;Jimmy;Wilson;15-03-2007
514;Gerald;Adams;18-01-1945
515;Woodrow;McKinley;09-07-1961
516;Gerald;Pierce;17-11-1995
517;Lyndon;Reagan;23-09-1946
518;Ronald;Harrison;15-02-2007
519;Bill;Polk;14-02-2001
520;Franklin;Hoover;27-07-1985
521;Chester;Hayes;03-05-1934
522;James;Madison;08-01-1998
523;Grover;Kennedy;22-09-2005
524;Calvin;Jefferson;22-02-1968
525;Calvin;Nixon;18-04-1968
526;Lyndon;Grant;28-07-1951
527;Lyndon;Buchanan;28-09-1948
528;Millard;Madison;18-04-2006
529;Franklin;Ford;18-03-1939
530;Bill;Roosevelt;09-06-1998
531;Rutherford;Reagan;16-05-2009
532;James;Roosevelt;02-01-1934
533;John;Ford;16-10-1947
534;Jimmy;Roosevelt;10-07-1999
535;Andrew;Carter;10-07-1934
536;Chester;Jackson;03-05-1968
537;Woodrow;Roosevelt;15-08-1976
538;Jimmy;Washington;24-11-1958
539;Woodrow;Johnson;11-06-1982
540;Ulysses;Wilson;14-05-1942
541;Woodrow;Pierce;25-04-1951
542;Rutherford;Truman;09-08-1961
543;Richard;Grant;13-01-1949
544;Zachary;Garfield;24-07-1931
545;Millard;Johnson;02-10-1936
546;James;Eisenhower;01-07-1968
547;John;Fillmore;04-05-1990
548;William;Kennedy;01-04-1941
549;Ronald;Nixon;19-06-1956
550;Jimmy;Coolidge;21-04-1931
551;Theodore;Harding;06-10-1993
552;Rutherford;Taft;11-07-1945
553;Warren;Washington;09-11-1975
554;Millard;Buchanan;08-10-1923
555;Grover;Taylor;29-07-1992
556;Warren;Johnson;20-01-1968
557;Grover;Quincy;10-10-1977
558;Ronald;Taylor;16-09-1993
559;Thomas;Washington;15-08-1964
560;Rutherford;Eisenhower;01-02-1955
561;James;Grant;20-02-1920
562;Harry;Ford;13-06-1946
563;Millard;Garfield;03-10-1953
564;Millard;Madison;15-12-1979
565;Theodore;Harrison;15-05-1979
566;Franklin;Johnson;05-12-1993
567;Jimmy;Van Buren;09-03-1920
568;Franklin;Adams;09-01-1954
569;Jimmy;Cleveland;14-03-1967
570;Woodrow;McKinley;03-07-1960
571;Lyndon;Washington;09-01-1946
572;George;Johnson;21-02-1988
573;Theodore;Cleveland;30-10-1950
574;Benjamin;Harrison;06-02-1988
575;Andrew;Pierce;13-06-2000
576;Millard;Coolidge;13-02-1946
577;Theodore;Reagan;22-08-2003
578;Zachary;Roosevelt;06-01-1993
579;Abraham;Polk;23-05-1985
580;Ronald;Ford;14-11-1973
581;Herbert;Harding;16-07-1987
582;Thomas;Wilson;27-05-1977
583;Theodore;Monroe;10-03-1936
584;John;Roosevelt;29-03-1947
585;Jimmy;Nixon;24-09-1995
586;James;Harrison;18-11-1996
587;James;Kennedy;10-09-1925
588;Warren;Truman;18-07-1924
589;Warren;Carter;07-12-1960
590;John;Buchanan;25-06-1966
591;George;Grant;12-03-1972
592;Woodrow;Taft;10-04-2006
593;Calvin;Fillmore;29-03-1934
594;Martin;Harrison;12-06-1969
595;Ronald;Lincoln;06-01-1943
596;Jimmy;Washington;07-04-1979
597;Rutherford;Grant;03-07-1968
598;William;Eisenhower;15-02-1923
599;Lyndon;Nixon;26-12-1935
600;John;Carter;01-01-1967
601;Theodore;Polk;17-10-1976
602;Ronald;Garfield;23-06-1955
603;George;Jackson;15-11-1934
604;William;Taft;10-08-1952
605;Bill;Roosevelt;11-06-1986
606;John;Pierce;24-03-1983
607;Calvin;Cleveland;06-10-1995
608;Gerald;Harrison;02-04-1925
609;Franklin;Adams;04-06-1966
610;Benjamin;Van Buren;25-02-2011
611;Calvin;Harding;25-06-1994
612;Lyndon;Van Buren;28-07-1946
613;Chester;Johnson;04-04-1961
614;Lyndon;Lincoln;02-04-1966
615;Woodrow;Eisenhower;17-09-1978
616;William;Jefferson;03-12-1940
617;Woodrow;Grant;10-02-1946
618;Grover;Coolidge;11-12-1949
619;Ronald;McKinley;18-11-1958
620;Ronald;Carter;19-11-1970
621;Herbert;Ford;31-10-1925
622;Jimmy;Kennedy;25-10-1986
623;Calvin;Cleveland;28-11-2002
624;Millard;Roosevelt;24-09-2005
625;Harry;Harding;07-07-1964
626;Chester;Quincy;17-07-1923
627;Bill;Ford;17-10-1958
628;Chester;Polk;05-03-1956
629;Warren;Arthur;22-08-1934
630;Benjamin;Roosevelt;30-01-1972
631;Theodore;Quincy;06-06-1991
632;Rutherford;Johnson;23-09-1988
633;Dwight;Wilson;18-03-2002
634;James;Van Buren;28-03-1938
635;Richard;Polk;04-06-1922
636;Harry;Johnson;23-09-1986
637;John;Tyler;26-02-2008
638;William;Van Buren;16-01-2010
639;Herbert;Madison;16-06-1938
640;William;Quincy;30-12-1955
641;Calvin;Truman;24-01-1941
642;Benjamin;Johnson;09-06-1964
643;Theodore;Monroe;21-08-2007
644;Rutherford;Garfield;21-09-1951
645;Richard;Johnson;06-09-1927
646;Lyndon;Hoover;20-12-1942
647;Lyndon;Clinton;11-06-1937
648;Herbert;Arthur;12-01-1982
649;Gerald;Taft;30-08-1987
650;Thomas;Roosevelt;01-03-1995
651;Harry;Harrison;11-03-1961
652;Ronald;Hoover;03-04-1976
653;Chester;Monroe;11-02-1954
654;Thomas;Washington;02-07-1991
655;Calvin;Ford;20-08-1934
656;Zachary;Hoover;29-09-1988
657;Franklin;Hayes;22-10-1938
658;Ulysses;Taft;13-09-1990
659;Herbert;Harrison;11-12-1983
660;Dwight;Taft;22-07-1947
661;James;Clinton;06-05-1940
662;George;Jackson;29-03-1940
663;Jimmy;Madison;11-07-1938
664;Warren;Adams;27-01-1985
665;John;Adams;09-08-1978
666;Theodore;Nixon;12-11-1948
667;Grover;Grant;26-03-1938
668;Rutherford;Harrison;09-02-2009
669;Richard;Grant;12-05-2003
670;Jimmy;Adams;24-10-1925
671;Theodore;Monroe;12-01-1951
672;William;Taylor;19-08-1987
673;Richard;Johnson;16-08-1953
674;Chester;Adams;07-06-1991
675;Richard;McKinley;21-11-1987
676;Warren;Roosevelt;16-09-2012
677;Abraham;Buchanan;18-03-1993
678;John;Tyler;29-08-1939
679;Warren;Buchanan;24-06-1932
680;Richard;Arthur;30-11-1948
681;Franklin;Monroe;28-01-1955
682;Herbert;Johnson;16-09-2008
683;John;Cleveland;03-07-1925
684;William;Nixon;25-07-1940
685;Andrew;Roosevelt;07-06-1948
686;John;Kennedy;03-03-1924
687;Jimmy;Madison;30-08-1949
688;Rutherford;Nixon;24-12-1949
689;Jimmy;Cleveland;13-02-1945
690;Calvin;Wilson;20-05-2008
691;George;Arthur;08-12-1951
692;George;Carter;31-12-1984
693;Richard;Carter;29-07-1937
694;Franklin;Adams;09-11-1945
695;James;Taylor;31-07-1935
696;James;Buchanan;03-08-2007
697;Millard;Adams;25-08-2000
698;Bill;Harding;15-01-1920
699;John;Truman;21-03-1930
700;Lyndon;McKinley;16-06-1926
701;Millard;Ford;25-11-1941
702;Martin;Kennedy;11-08-1952
703;Grover;Ford;20-08-2000
704;Rutherford;Hayes;31-03-1985
705;Grover;Buchanan;15-03-1981
706;Zachary;Roosevelt;24-12-1954
707;Warren;Coolidge;24-04-1925
708;Richard;Hoover;07-09-1984
709;Abraham;Adams;22-06-1992
710;William;Ford;09-05-1947
711;Calvin;Buchanan;11-05-1933
712;Millard;Adams;12-09-1934
713;Calvin;Eisenhower;09-11-1961
714;Chester;Truman;01-05-1947
715;Theodore;Adams;21-05-1935
716;Calvin;Ford;19-06-1947
717;Bill;Harding;22-02-1961
718;George;Roosevelt;26-07-1945
719;John;Coolidge;16-12-1992
720;Warren;Roosevelt;30-08-2008
721;Martin;Truman;23-03-2005
722;Franklin;Eisenhower;21-06-1938
723;Grover;Coolidge;11-07-1998
724;Jimmy;Grant;17-03-2007
725;Jimmy;Jackson;24-02-2009
726;Warren;Ford;12-07-1944
727;Rutherford;Cleveland;10-04-2004
728;Warren;Buchanan;02-01-1946
729;Rutherford;Garfield;05-12-2008
730;Gerald;Reagan;07-04-2012
731;Andrew;Harding;14-02-1929
732;Warren;Clinton;17-03-1970
733;Jimmy;Roosevelt;14-05-1930
734;Dwight;Harrison;17-03-1969
735;Jimmy;Tyler;07-12-1926
736;Abraham;Hayes;01-08-1920
737;Woodrow;Kennedy;09-03-1923
738;Martin;Clinton;06-10-1922
739;Dwight;Lincoln;27-04-2007
740;John;Van Buren;13-07-1943
741;Benjamin;Lincoln;04-06-1927
742;Harry;Jackson;06-03-2004
743;Gerald;Taft;28-09-1978
744;Franklin;Polk;05-06-2011
745;Gerald;McKinley;30-04-2005
746;Woodrow;Ford;03-03-2009
747;Lyndon;Polk;11-03-1969
748;Calvin;Jefferson;04-09-1954
749;James;Taylor;20-03-1988
750;Chester;Arthur;10-01-1923
751;Woodrow;Pierce;04-09-1997
752;Woodrow;Quincy;20-01-1946
753;Andrew;Truman;22-06-1964
754;George;Tyler;21-05-1987
755;Jimmy;Roosevelt;29-08-1992
