104;Grover;Harrison;29-04-1964
105;Franklin;Buchanan;06-05-1951
106;Martin;Quincy;22-06-2001
107;Benjamin;Fillmore;28-03-1992
108;Theodore;Carter;03-10-1936
109;Abraham;Polk;22-08-1976
110;George;Quincy;13-03-1999
111;Thomas;Ford;08-05-1994
112;William;Quincy;09-10-2000
113;Thomas;Truman;22-09-1979
114;George;Taft;26-01-1991
115;Dwight;Quincy;14-03-1931
116;Warren;Coolidge;24-10-1996
117;Gerald;Adams;01-05-1946
118;Grover;Clinton;02-11-1945
119;John;Kennedy;30-08-1976
120;Grover;Jefferson;27-05-1970
121;Ulysses;Buchanan;30-03-1962
122;Grover;Garfield;28-04-1969
123;Warren;Grant;14-03-1976
124;Dwight;Pierce;20-04-1920
125;Richard;Tyler;10-08-1934
126;Millard;Adams;06-08-1935
127;Theodore;Taft;29-02-1980
128;James;Garfield;12-06-1931
129;Abraham;Garfield;04-12-1998
130;William;Pierce;29-04-1957
131;Thomas;Reagan;20-05-1976
132;Andrew;Harrison;19-05-1970
133;Zachary;Jackson;03-04-1966
134;James;Clinton;16-07-1955
135;Herbert;Harrison;21-02-1928
136;Andrew;Monroe;06-08-2011
137;Theodore;Nixon;25-12-2007
138;Jimmy;Roosevelt;20-09-2006
139;Theodore;Carter;05-08-1990
140;Ulysses;Harrison;05-05-1935
141;James;Jackson;23-02-1978
142;John;Hayes;17-02-1992
143;Martin;Hoover;30-03-1973
144;Jimmy;Jackson;08-03-1999
145;Jimmy;Adams;22-08-1935
146;Martin;Carter;25-11-1997
147;Andrew;Madison;23-05-1992
148;Grover;Arthur;09-10-1940
149;Zachary;Van Buren;23-07-1927
150;Dwight;Madison;28-03-2011
151;Rutherford;Polk;16-06-1935
152;Benjamin;Johnson;01-10-2007
153;Franklin;Jackson;19-11-1949
154;Ulysses;Truman;30-10-1980
155;Herbert;Washington;02-12-1926
156;Herbert;Reagan;11-12-1972
157;Chester;Taft;31-12-1958
158;Bill;Arthur;26-02-1958
159;Herbert;Harrison;09-12-1959
160;Bill;Jefferson;21-06-2006
161;Calvin;Nixon;09-10-1982
162;Grover;Arthur;08-02-1926
163;Benjamin;Harrison;06-01-1955
164;Warren;Grant;16-05-2009
165;Warren;Johnson;15-12-2005
166;Ronald;Garfield;13-12-1958
167;Benjamin;Roosevelt;09-11-2009
168;Millard;Adams;09-12-1937
169;Jimmy;Eisenhower;20-02-1962
170;William;Harding;16-03-2009
171;Thomas;Coolidge;25-04-1999
172;Grover;Hoover;14-10-1978
173;Calvin;Grant;24-11-1993
174;Chester;Hayes;22-08-1997
175;Andrew;McKinley;23-06-1924
176;William;Adams;03-03-1936
177;Herbert;Wilson;22-11-1957
178;Jimmy;Quincy;15-01-1970
179;Jimmy;Lincoln;22-03-1962
180;Theodore;Polk;15-12-2004
181;George;McKinley;21-05-1974
182;Franklin;Cleveland;26-12-1947
183;Ronald;Adams;29-01-1936
184;Herbert;Washington;11-12-1994
185;Gerald;Tyler;06-03-1956
186;George;Garfield;29-03-1926
187;Herbert;Hayes;27-12-1962
188;Ronald;Clinton;17-02-1924
189;William;Hoover;26-03-2008
190;Jimmy;Nixon;30-11-1931
191;Richard;Tyler;10-07-1981
192;Warren;Lincoln;15-10-1947
193;Harry;Roosevelt;08-02-1928
194;Abraham;Harrison;21-10-1926
195;Thomas;Polk;10-04-1964
196;Harry;Adams;13-12-1971
197;James;McKinley;08-01-2011
198;Herbert;Adams;17-11-1976
199;Thomas;Roosevelt;07-07-1980
200;Dwight;Arthur;10-03-1993
201;Lyndon;Eisenhower;14-11-1952
202;Bill;Madison;11-01-1927
203;Grover;Cleveland;03-12-1948
204;Dwight;Carter;14-03-2002
205;Jimmy;Van Buren;10-05-1983
206;Abraham;Reagan;26-08-1920
207;Andrew;Roosevelt;09-11-1927
208;Calvin;Tyler;11-12-1975
209;Calvin;Buchanan;05-06-1992
210;Grover;Eisenhower;12-11-1935
211;Ulysses;Lincoln;11-11-1970
212;Harry;Pierce;22-09-1923
213;Rutherford;Quincy;02-10-1955
214;Grover;Nixon;04-05-1977
215;Calvin;Ford;12-04-1972
216;Gerald;Tyler;13-08-1936
217;Lyndon;Roosevelt;07-01-1961
218;Benjamin;Harrison;09-02-1924
219;Grover;Truman;22-04-1985
220;Grover;Carter;28-04-1973
221;Millard;Grant;17-01-1931
222;Jimmy;Roosevelt;29-08-1983
223;Woodrow;Monroe;25-08-1933
224;Franklin;McKinley;23-07-2000
225;Dwight;Kennedy;07-04-2012
226;Gerald;Monroe;24-01-1942
227;Woodrow;Truman;20-09-1944
228;Harry;Tyler;08-07-1930
229;Chester;Nixon;28-07-1944
230;Millard;Jackson;21-09-1924
231;Lyndon;Truman;05-08-1965
232;John;Polk;10-01-1933
233;Harry;Arthur;21-08-1966
234;Millard;Tyler;13-08-1988
235;Lyndon;Jefferson;13-03-1926
236;Dwight;Wilson;14-06-1937
237;Theodore;Nixon;16-09-1920
238;Chester;Truman;27-11-1990
239;George;Madison;16-11-2001
240;Calvin;Ford;22-03-2012
241;Millard;Roosevelt;01-06-1987
242;Richard;Harding;17-10-1940
243;Calvin;Taft;20-03-1986
244;John;Nixon;23-05-1937
245;Ronald;Tyler;21-05-1957
246;Martin;Coolidge;06-07-1928
247;Bill;Roosevelt;26-01-1926
248;Ronald;Cleveland;23-05-1966
249;Andrew;Hayes;25-07-1986
250;Ronald;Wilson;30-04-1969
251;Harry;Coolidge;07-12-1926
252;Woodrow;Hoover;27-06-1976
253;Richard;Cleveland;12-09-1926
254;William;Taylor;03-05-1981
255;Harry;Adams;29-04-2009
256;Chester;Adams;15-04-1998
257;Calvin;Kennedy;06-02-2008
258;Grover;Hayes;07-10-1935
259;Millard;Arthur;14-06-1925
260;Richard;McKinley;30-10-2009
261;Zachary;Jackson;01-10-1999
262;Chester;Coolidge;01-05-1977
263;William;Adams;03-05-1975
264;Calvin;Polk;06-08-1945
265;Grover;Pierce;30-10-1953
266;James;Tyler;01-02-2010
267;Grover;Van Buren;11-10-1931
268;Millard;Buchanan;16-12-1921
269;Richard;Coolidge;28-04-2007
270;Franklin;Nixon;16-12-1926
271;Woodrow;Reagan;23-09-2003
272;Millard;Grant;04-03-1996
273;John;Quincy;07-08-1922
274;Herbert;Adams;23-12-1934
275;Warren;Fillmore;01-05-1949
276;Theodore;Harrison;06-05-1937
277;Lyndon;Taylor;14-01-1942
278;Benjamin;Roosevelt;20-12-1942
279;Ronald;McKinley;15-07-1938
280;Martin;Kennedy;02-03-1983
281;Calvin;Jackson;19-05-1946
282;William;Johnson;17-02-1966
283;Franklin;Jackson;19-04-1987
284;Lyndon;Truman;04-07-1945
285;Chester;Taft;21-01-1932
286;Andrew;Roosevelt;03-09-2011
287;James;Cleveland;27-06-1966
288;Woodrow;Adams;15-05-1981
289;James;Cleveland;23-11-1975
290;Grover;Cleveland;15-04-1938
291;Rutherford;Taft;17-02-1985
292;Herbert;Reagan;28-09-2008
293;Martin;Jackson;16-07-1992
294;Rutherford;Taylor;04-12-1982
295;Abraham;Clinton;11-03-2008
296;Theodore;Cleveland;02-06-1927
297;Rutherford;Coolidge;18-07-1968
298;George;Polk;29-10-1997
299;Andrew;Madison;02-01-1940
300;James;Grant;23-09-1972
301;Grover;Buchanan;22-05-1977
302;William;Jackson;02-06-1983
303;Lyndon;Adams;20-07-1924
304;Thomas;Washington;18-08-2008
305;Thomas;Lincoln;16-11-1954
306;Chester;Johnson;02-03-1963
307;Abraham;Reagan;21-01-1933
308;Warren;Harding;26-05-1936
309;Franklin;Quincy;22-12-1990
310;Franklin;Monroe;27-12-1992
311;Andrew;Kennedy;02-12-1966
312;Ronald;Grant;11-08-1961
313;Ulysses;Monroe;06-11-1982
314;Dwight;Wilson;12-04-1970
315;Dwight;Jackson;10-09-1959
316;Richard;Nixon;03-11-2012
317;William;Arthur;19-11-1961
318;James;Jackson;16-01-1951
319;William;Buchanan;10-11-1992
320;Dwight;Truman;04-12-2001
321;Richard;Wilson;11-08-1955
322;Zachary;Coolidge;20-01-1969
323;Dwight;Madison;12-04-1957
324;Bill;Arthur;09-03-1975
325;Dwight;McKinley;05-12-1986
326;George;Fillmore;21-04-1923
327;Harry;Pierce;09-07-1991
328;Richard;Jefferson;05-07-1991
329;Andrew;Roosevelt;08-08-1959
330;Zachary;McKinley;06-05-1937
331;Martin;Jackson;17-01-1982
332;Martin;Pierce;02-09-1962
333;John;Van Buren;18-11-2007
334;Woodrow;Roosevelt;19-06-1975
335;Bill;Monroe;11-12-1928
336;James;Carter;14-07-1983
337;Dwight;Taylor;19-02-1936
338;Chester;Kennedy;23-11-2005
339;Warren;Clinton;21-12-1951
340;Herbert;Buchanan;28-05-2004
341;Calvin;Hayes;23-09-2010
342;Bill;Grant;28-06-1981
343;Franklin;Harrison;04-12-1922
344;Ulysses;Adams;09-12-2006
345;Andrew;Tyler;18-10-1990
346;Harry;Johnson;17-07-1989
347;Dwight;Harrison;24-12-1976
348;Thomas;McKinley;22-06-1954
349;Abraham;Fillmore;26-05-2007
350;Andrew;Johnson;10-08-1989
351;George;Reagan;09-02-1920
352;Andrew;Reagan;21-11-1951
353;Ronald;Madison;01-05-1961
354;Gerald;Roosevelt;23-04-1982
355;Andrew;Tyler;24-10-1995
356;Dwight;Van Buren;23-05-1967
357;Grover;Johnson;28-03-1920
358;Gerald;Eisenhower;06-04-1932
359;Jimmy;Cleveland;08-07-1931
360;Lyndon;McKinley;12-10-1975
361;George;Wilson;25-10-1956
362;Martin;Ford;09-05-1977
363;William;Polk;21-03-1973
364;Martin;Taft;12-02-1992
365;George;Adams;16-09-1977
366;Abraham;McKinley;01-08-2000
367;Gerald;Polk;23-09-1952
368;Gerald;Polk;16-08-2012
369;Ronald;Taft;01-05-1977
370;Lyndon;Johnson;17-11-1936
371;Warren;Harrison;09-07-1981
372;Andrew;Quincy;08-02-1948
373;Bill;Truman;29-01-1928
374;Woodrow;Carter;30-01-1958
375;Dwight;Adams;18-04-1927
376;Calvin;Grant;03-12-1967
377;Ulysses;Harrison;31-05-2001
378;Richard;Adams;02-06-1993
379;James;Johnson;05-08-1978
380;Chester;Monroe;19-01-1945
381;Bill;Nixon;26-01-1958
382;William;Taft;04-09-1969
383;Bill;Johnson;13-03-1949
384;James;Van Buren;25-04-1972
385;John;Madison;23-12-1998
386;Lyndon;Roosevelt;21-02-1929
387;Benjamin;Johnson;28-10-1954
388;Thomas;Ford;21-05-1931
389;Franklin;Garfield;06-10-1995
390;Woodrow;Pierce;19-04-1965
391;Franklin;Monroe;04-06-1993
392;Martin;Hayes;05-09-1997
393;Thomas;Adams;12-07-2001
394;Franklin;Ford;15-02-1986
395;Harry;McKinley;12-08-1935
396;George;Harding;23-08-1946
397;Herbert;Johnson;02-03-1959
398;Dwight;Fillmore;27-07-1974
399;John;Reagan;09-12-1974
400;Theodore;Adams;05-06-1929
401;Grover;Wilson;01-11-2012
402;Calvin;Roosevelt;29-08-1968
403;Woodrow;Clinton;16-06-2000
404;Theodore;Harding;29-03-1944
405;Richard;Clinton;17-04-2001
406;Harry;Clinton;15-05-1986
407;Benjamin;Carter;18-08-1936
408;William;Ford;27-02-2003
409;Thomas;Truman;20-05-1938
410;Ronald;Washington;04-02-1946
411;Andrew;Harrison;25-09-1944
412;Lyndon;Fillmore;30-04-1941
413;Ronald;Kennedy;06-09-2011
414;Gerald;Jefferson;05-05-1956
415;Theodore;Tyler;20-01-2004
416;Harry;Reagan;25-12-1955
417;Calvin;Harrison;06-04-1921
418;Lyndon;Washington;13-10-1935
419;Lyndon;Roosevelt;18-08-2000
420;Abraham;Cleveland;22-09-1973
421;Abraham;Wilson;17-08-1982
422;Rutherford;Van Buren;13-07-1957
423;Ronald;Harrison;21-12-1953
424;Theodore;Fillmore;30-01-2009
425;Franklin;Taft;17-05-2007
426;James;Washington;27-01-1968
427;Theodore;Johnson;01-12-1964
428;Andrew;Van Buren;07-02-2008
429;Thomas;Polk;06-08-1988
430;Richard;Harrison;08-10-1934
431;Gerald;Taft;02-02-1941
432;Martin;Quincy;03-06-1939
433;Bill;Monroe;05-01-1946
434;Franklin;Jackson;10-07-2005
435;John;Adams;29-06-1963
436;Warren;Madison;03-12-1986
437;Thomas;Monroe;17-08-1945
438;Dwight;Arthur;15-07-1941
439;Bill;Roosevelt;18-06-1951
440;Gerald;Kennedy;31-07-1961
441;Richard;Hayes;15-04-1955
442;Andrew;Johnson;05-09-1955
443;Woodrow;Johnson;13-11-1967
444;Richard;Monroe;31-10-1925
445;Thomas;Hoover;17-08-1991
446;William;Reagan;05-05-1994
447;Ronald;Lincoln;31-05-1945
448;George;Grant;09-03-2003
449;Richard;Madison;27-11-1956
450;Benjamin;McKinley;09-02-1947
451;Jimmy;Johnson;24-01-1945
452;James;Lincoln;22-06-2006
453;James;Pierce;24-11-1933
454;Woodrow;Harrison;22-11-2004
455;George;Wilson;23-01-1979
456;George;Hayes;03-06-1932
457;Millard;Madison;18-04-1923
458;Thomas;Roosevelt;06-08-1945
459;Harry;Wilson;20-07-1941
460;William;Taylor;02-12-1979
461;George;Hayes;03-05-1953
462;George;Cleveland;05-08-1994
463;Theodore;Van Buren;08-09-1988
464;Benjamin;Garfield;03-07-1971
465;Grover;Tyler;19-01-2004
466;Ronald;Coolidge;23-08-1949
467;Theodore;Taft;15-03-1983
468;Harry;Adams;23-03-2009
469;James;Nixon;23-01-1942
470;Bill;Adams;16-02-1982
471;Bill;Reagan;21-07-1968
472;Warren;Roosevelt;21-03-1995
473;Warren;Wilson;03-04-1959
474;Warren;Hayes;22-08-1981
475;Harry;Garfield;09-06-1975
476;Harry;Carter;11-10-1987
477;Rutherford;Coolidge;19-06-1989
478;Bill;Cleveland;09-03-1981
479;Gerald;Harrison;24-12-1993
480;Lyndon;Adams;08-11-1970
481;Ulysses;Garfield;04-02-1961
482;Theodore;Adams;12-06-1951
483;John;Washington;29-12-1996
484;Ronald;Harrison;06-06-1973
485;Benjamin;Garfield;17-12-1997
486;Dwight;Truman;27-07-2010
487;William;Harrison;23-09-1936
488;Herbert;Polk;30-01-2006
489;Woodrow;Harrison;27-10-2012
490;Millard;Wilson;10-03-1957
491;Gerald;Kennedy;25-12-2008
492;Harry;Cleveland;22-08-1937
493;James;Polk;17-11-1966
494;Ulysses;Grant;04-04-1949
495;Warren;Wilson;24-12-1951
496;Harry;Pierce;10-09-1982
497;Franklin;Madison;21-01-2000
498;Herbert;McKinley;02-07-1937
499;Ulysses;Adams;14-03-1977
500;Jimmy;Pierce;18-01-1935
501;Rutherford;Harding;15-04-1995
502;Andrew;Jefferson;21-02-1929
503;Millard;Nixon;01-07-1956
504;James;Monroe;23-03-1986
505;Chester;Arthur;08-11-1994
506;Benjamin;Harding;24-07-1937
507;Woodrow;Jackson;06-11-1940
508;Millard;Washington;27-03-1962
509;George;Roosevelt;25-09-2007
510;Woodrow;Pierce;18-07-1935
511;Richard;Buchanan;20-10-1967
512;Calvin;Washington;03-11-1974
513;Herbert;Adams;08-03-1991
514;Ulysses;Monroe;04-08-1949
515;Ronald;Grant;18-02-1956
516;Dwight;Quincy;16-08-2006
517;Woodrow;Clinton;16-02-1974
518;Calvin;Hayes;09-09-2005
519;Thomas;Buchanan;27-04-1942
520;Millard;Hoover;17-01-1944
521;Warren;Van Buren;11-08-1947
522;Chester;Roosevelt;01-10-1985
523;Andrew;Adams;12-05-1959
524;Andrew;Jefferson;24-09-1972
525;Benjamin;Hoover;21-04-1930
526;Harry;Ford;11-10-1927
527;Benjamin;Quincy;15-12-2005
528;George;Carter;01-02-2007
529;Jimmy;Lincoln;18-05-1920
530;Warren;Coolidge;13-07-1948
531;Richard;Hayes;21-07-1989
532;Warren;Quincy;27-03-1940
533;Gerald;Monroe;14-12-1965
534;Harry;Van Buren;26-04-1970
535;Woodrow;Roosevelt;08-07-1947
536;Harry;Cleveland;18-02-1927
537;George;Taft;02-04-2000
538;Zachary;McKinley;29-01-2003
539;Ronald;Jefferson;11-09-1931
540;George;Taylor;29-07-1929
541;Andrew;Adams;26-12-1997
542;Ulysses;Tyler;05-11-2009
543;George;Truman;18-11-1937
544;Woodrow;Jefferson;10-07-1985
545;Harry;Reagan;01-09-1975
546;Theodore;Reagan;03-02-1947
547;Grover;Johnson;21-01-2011
548;Andrew;Lincoln;17-01-1955
549;Martin;Carter;06-07-2007
550;Lyndon;Garfield;01-04-1935
551;Calvin;Lincoln;10-12-1996
552;Ulysses;Johnson;09-10-1978
553;John;Taft;05-03-1970
554;Ronald;Pierce;19-03-2003
555;Gerald;Hayes;01-05-1944
556;Rutherford;Fillmore;15-08-1959
557;John;Ford;21-12-1953
558;Theodore;Roosevelt;23-03-1952
559;Benjamin;Van Buren;15-08-1938
560;Ronald;Harrison;19-01-1949
561;John;Grant;18-03-1977
562;Andrew;Roosevelt;10-01-1995
563;Thomas;Washington;06-06-1977
564;Grover;Fillmore;01-12-1992
565;Theodore;Jackson;27-02-1998
566;Warren;McKinley;14-09-1992
567;Ronald;Jackson;13-07-1966
568;Zachary;Tyler;13-05-1952
569;Calvin;Buchanan;05-08-1958
570;Grover;Jefferson;11-02-1936
571;Woodrow;McKinley;20-03-1995
572;Franklin;Clinton;09-02-1994
573;Andrew;Van Buren;09-02-1922
574;Bill;Hoover;06-03-1968
575;Andrew;Grant;03-02-1977
576;Calvin;Polk;16-08-2004
577;Thomas;Madison;20-05-1964
578;George;Hayes;10-10-1969
579;Thomas;McKinley;07-07-1979
580;Harry;Roosevelt;17-08-1959
581;Dwight;Quincy;16-02-2005
582;Lyndon;Polk;20-04-1932
583;Bill;Hoover;03-03-1928
584;Warren;Ford;06-05-1974
585;Warren;Monroe;15-12-1940
586;Herbert;Johnson;09-05-1945
587;Grover;Fillmore;03-03-2000
588;Warren;Madison;25-12-1996
589;James;Roosevelt;08-06-1965
590;Lyndon;Van Buren;24-03-1985
591;Chester;Hayes;30-06-1934
592;Franklin;Johnson;07-09-1957
593;Jimmy;Van Buren;27-05-1940
594;Grover;Grant;18-04-1963
595;Millard;Grant;11-01-1993
596;Richard;Polk;17-02-1975
597;John;Buchanan;11-03-1947
598;Dwight;Taylor;24-06-1961
599;Dwight;Roosevelt;29-06-1983
600;Benjamin;Harrison;06-01-1928
601;Calvin;Truman;30-08-1979
602;Lyndon;Clinton;04-05-1989
603;John;Nixon;17-01-1974
604;Benjamin;Van Buren;10-01-1993
605;Martin;Nixon;15-11-1929
606;Zachary;Jefferson;24-05-1989
607;Grover;Tyler;16-04-1932
608;Calvin;Hayes;17-04-1986
609;Herbert;Buchanan;23-12-1936
610;Jimmy;Roosevelt;14-07-2009
611;Andrew;Polk;10-12-1966
612;William;Grant;20-06-1935
613;Ulysses;Nixon;12-04-2005
614;Franklin;Johnson;31-05-1964
615;Gerald;Fillmore;20-12-2004
616;George;Johnson;11-11-1957
617;Dwight;Buchanan;24-07-1989
618;Warren;Van Buren;30-11-1988
619;William;Johnson;12-02-1968
620;Bill;Johnson;27-04-1942
621;Warren;Garfield;18-08-1991
622;Benjamin;Coolidge;17-09-2000
623;John;Lincoln;10-05-1986
624;Calvin;Harrison;04-07-1987
625;Bill;Cleveland;25-07-1980
626;Grover;Eisenhower;24-01-1943
627;Ronald;Garfield;27-09-1923
628;Theodore;McKinley;02-09-1920
629;Thomas;Carter;07-07-1946
630;James;Quincy;01-01-1950
631;William;Hayes;07-12-1981
632;Abraham;Adams;02-11-1994
633;Ronald;Fillmore;11-10-1939
634;Woodrow;Roosevelt;22-11-1989
635;Calvin;Tyler;08-03-1996
636;John;Pierce;26-07-1972
637;James;Fillmore;24-09-2001
638;William;Grant;30-06-2005
639;Abraham;Ford;09-09-1963
640;Franklin;Pierce;31-05-1967
641;Franklin;Reagan;11-08-2006
642;Millard;Roosevelt;07-05-1993
643;Warren;Hayes;09-04-1932
644;Richard;Buchanan;03-05-2007
645;Lyndon;Adams;29-02-2012
646;George;Madison;27-04-1968
647;Franklin;Roosevelt;27-11-1994
648;Jimmy;Adams;26-01-1930
649;Millard;Kennedy;19-04-1980
650;George;Adams;06-12-1921
651;Chester;Coolidge;21-12-1995
652;Ulysses;Grant;17-09-1992
653;Harry;Harrison;15-04-1999
654;Millard;Madison;26-11-1984
655;Rutherford;Polk;09-04-1981
656;Bill;Van Buren;02-06-1940
657;Bill;Harding;24-05-1954
658;Calvin;Hoover;23-02-1929
659;Jimmy;Harrison;15-07-1999
660;Benjamin;Grant;16-03-1997
661;Andrew;Truman;07-01-1975
662;Dwight;Clinton;16-02-2007
663;Calvin;Nixon;25-10-1957
664;Theodore;Hayes;18-07-1925
665;Franklin;Monroe;05-12-1981
666;Theodore;Taft;08-05-1930
667;Gerald;Adams;15-03-1965
668;Richard;Taft;07-06-1943
669;Calvin;Wilson;15-11-1986
670;Woodrow;Jackson;31-03-1993
671;James;Jackson;06-07-1991
672;George;Adams;17-03-1942
673;Gerald;Monroe;28-11-1995
674;Martin;Buchanan;30-07-1961
675;Calvin;Kennedy;16-12-1927
676;Thomas;Eisenhower;22-05-1945
677;Thomas;Hoover;23-09-1946
678;Bill;Harrison;19-11-2007
679;Chester;Grant;01-08-2011
680;Woodrow;Adams;02-04-1978
681;Dwight;Carter;15-12-1930
682;Theodore;Cleveland;25-04-1932
683;James;Coolidge;17-12-1946
684;Ronald;Jefferson;25-11-1986
685;John;Pierce;20-08-1944
686;Grover;Cleveland;01-08-1960
687;Theodore;Roosevelt;01-11-1995
688;Bill;Cleveland;03-12-1923
689;James;Cleveland;07-04-1922
690;Calvin;Monroe;29-04-2011
691;Chester;Hayes;01-09-1928
692;Calvin;Garfield;18-08-1953
693;Grover;Arthur;03-07-2005
694;Lyndon;McKinley;09-10-1954
695;William;Pierce;25-07-1941
696;James;Washington;14-04-1993
697;Bill;Quincy;14-03-1923
698;Lyndon;Polk;08-12-1931
699;Dwight;Adams;01-10-2003
700;William;Reagan;17-06-1938
701;Jimmy;Coolidge;17-07-1943
702;Harry;McKinley;23-01-2010
703;Franklin;Garfield;09-11-2002
704;Millard;Grant;19-01-1946
705;Bill;Harding;11-03-1966
706;Andrew;Fillmore;23-06-1990
707;George;Adams;08-04-1991
708;Harry;Hayes;01-03-1926
709;Andrew;Hayes;21-10-1992
710;Bill;Arthur;08-04-1990
711;Franklin;Taft;05-05-1990
712;Theodore;Reagan;19-05-1947
713;Chester;Adams;21-10-1989
714;Ulysses;Roosevelt;22-09-1931
715;Gerald;Grant;29-10-1947
716;Lyndon;Wilson;23-07-1939
717;Richard;Eisenhower;25-04-1939
718;Warren;Washington;29-07-1941
719;Dwight;Monroe;08-09-1963
720;Jimmy;Van Buren;13-07-1974
721;Millard;McKinley;19-01-1945
722;Jimmy;Fillmore;10-07-1936
723;Woodrow;Taylor;25-07-2009
724;Richard;Taft;02-09-1985
725;Grover;Johnson;04-06-1990
726;Lyndon;Coolidge;17-09-1952
727;Chester;Eisenhower;30-05-1950
728;Woodrow;Pierce;09-06-2003
729;Warren;Roosevelt;19-05-1987
730;Andrew;Cleveland;31-12-1951
731;Ulysses;Johnson;01-04-1990
732;Lyndon;Arthur;22-07-2000
733;Millard;Jackson;24-07-1944
734;Warren;Clinton;13-02-1974
735;William;Ford;01-11-2009
736;James;Garfield;16-07-1976
737;Richard;Buchanan;03-12-1932
738;Lyndon;Van Buren;27-12-1951
739;William;Monroe;28-10-1965
740;Chester;Garfield;18-10-1921
741;Theodore;Clinton;24-06-1943
742;Chester;Polk;23-05-1963
743;Martin;Johnson;14-03-1931
744;Lyndon;Cleveland;27-06-1971
745;Franklin;Madison;22-11-1970
746;Harry;Johnson;18-08-1925
747;Ulysses;Adams;05-03-1937
748;Gerald;Taylor;08-11-1947
749;Woodrow;Van Buren;20-07-1974
750;Grover;Tyler;03-07-2003
751;Gerald;Adams;03-04-1924
752;George;Buchanan;06-07-1990
753;Andrew;Tyler;24-03-1997
754;Dwight;Kennedy;17-03-1996
755;George;Buchanan;26-12-1940
756;Herbert;Hayes;03-10-1950
757;Dwight;Kennedy;17-11-1963
